poi_id,eff_time,lat,lon,times
1,623.0,38.5840961178,-77.3295711522,1030225.0
2,1483.0,28.5551468167,-81.3331781667,19565.0
3,1454.0,30.265405691,-97.7477914095,46946.0
4,744.0,34.0540766716,-117.1816939116,1115642.0
5,1387.0,32.8609716874,-97.3101874223,143232.0
6,630.0,59.1938594833,18.18471235,1041011.0
7,2572.0,40.4553153758,-79.9043905735,543161.0
8,2385.0,38.4613101167,-77.4734096667,441135.0
9,2638.0,38.8828996167,-77.1700966833,53243.0
10,1008.0,31.53128545,-97.1884587,343733.0
11,1374.0,30.2707337816,-97.7537029982,9241.0
12,2036.0,48.5871733833,7.7666084333,1109689.0
13,2329.0,38.06799975,-122.80694455,142582.0
14,1230.0,26.0183185,-80.1174234833,169948.0
15,662.0,35.2305952,-80.857124,1115611.0
16,1700.0,21.3097062069,-157.8612613678,291233.0
17,802.0,36.1088380667,-80.0984172333,377628.0
18,2568.0,53.40473455,-2.98551321,1115856.0
19,2471.0,39.98012632,-86.07248741,1115691.0
20,1367.0,59.8551603174,17.6385743373,128455.0
21,2035.0,59.3382407502,18.0107223325,98731.0
22,2097.0,40.7358101833,-73.997381,502520.0
23,1067.0,38.94966167,-94.53135395,876674.0
24,2128.0,38.6807943667,-121.33277465,56910.0
25,925.0,40.3779361222,-74.0115773678,196835.0
26,1398.0,45.635759295,-73.833553791,112751.0
27,2676.0,51.5025986745,-0.1132321358,22899.0
28,714.0,40.2451725911,-82.863124609,709224.0
29,2156.0,33.84383795,-112.1329194833,930308.0
30,2370.0,57.7077354903,11.9619011879,150627.0
31,903.0,50.11342203,8.67903906,1115516.0
32,1805.0,37.2380395667,-93.2067355,396412.0
33,2010.0,44.0393819729,-88.541387409,1008037.0
34,2635.0,33.0061982615,-96.7044067383,39458.0
35,1635.0,30.6126984887,-96.3185977936,596704.0
36,1130.0,52.63190865,4.7501117333,904872.0
37,660.0,37.15888835,-93.2732535667,107220.0
38,1699.0,37.7836213948,-122.4051940441,162025.0
39,659.0,32.6865437167,-117.1800801,175996.0
40,780.0,29.1215723,-110.9494650167,1072406.0
