poi_id,eff_time,lat,lon,times
1,1678,40.84528,-73.78278,Jan 17 21:58:21 +0000 2013
2,2154,40.75916,-73.9898,Jan 17 12:47:22 +0000 2013
3,1479,40.75805,-73.95754,Jan 17 18:59:32 +0000 2013
4,1677,40.5686,-73.97135,Jan 17 18:04:53 +0000 2013
5,1980,40.76379,-73.98912,Jan 17 03:05:36 +0000 2013
6,2607,40.7206,-74.04594,Jan 17 20:05:21 +0000 2013
7,2175,40.73432,-73.99018,Jan 17 23:48:59 +0000 2013
8,2207,40.69635,-73.88854,Jan 17 15:44:20 +0000 2013
9,1970,40.75414,-73.9864,Jan 17 17:58:04 +0000 2013
10,2648,40.7199,-74.04176,Jan 17 00:58:31 +0000 2013
11,797,40.81449,-73.99691,Jan 17 04:29:40 +0000 2013
12,611,40.69038,-73.97232,Jan 17 23:45:22 +0000 2013
13,2084,40.73583,-73.99839,Jan 17 13:16:35 +0000 2013
14,2325,40.72982,-74.06675,Jan 17 17:41:42 +0000 2013
15,1950,40.75128,-73.96494,Jan 17 17:28:08 +0000 2013
16,1632,40.74826,-73.80551,Jan 17 06:15:54 +0000 2013
17,1761,40.765,-74.0084,Jan 17 18:01:47 +0000 2013
18,2634,40.74966,-74.02351,Jan 17 23:44:30 +0000 2013
19,1708,40.83317,-73.94338,Jan 17 04:18:11 +0000 2013
20,2647,40.69592,-74.00586,Jan 17 12:10:33 +0000 2013
21,2015,40.68545,-73.96726,Jan 17 01:36:02 +0000 2013
22,2085,40.68174,-73.86611,Jan 17 02:23:47 +0000 2013
23,1043,40.64941,-73.88706,Jan 17 10:04:53 +0000 2013
24,1856,40.95904,-73.9117,Jan 17 05:13:48 +0000 2013
25,2058,40.76037,-73.76174,Jan 17 15:01:23 +0000 2013
26,1333,40.72668,-73.99393,Jan 17 03:51:30 +0000 2013
27,717,40.74576,-74.0306,Jan 17 21:25:03 +0000 2013
28,2489,40.74979,-73.99711,Jan 17 23:35:56 +0000 2013
29,1049,40.71711,-73.84219,Jan 17 18:27:07 +0000 2013
30,1102,40.74075,-73.97939,Jan 17 23:02:18 +0000 2013
31,1900,40.72186,-73.99747,Jan 17 12:38:52 +0000 2013
32,1418,40.85423,-73.93825,Jan 17 15:27:27 +0000 2013
33,1177,40.76932,-73.98864,Jan 17 15:50:23 +0000 2013
34,1231,40.72863,-74.01351,Jan 17 23:38:58 +0000 2013
35,2672,40.73514,-73.99595,Jan 17 22:51:11 +0000 2013
36,2392,40.71898,-73.9529,Jan 17 18:46:04 +0000 2013
37,1509,40.79729,-73.91992,Jan 17 20:22:31 +0000 2013
38,2131,40.75,-73.87888,Jan 17 11:55:20 +0000 2013
39,2066,40.87456,-73.99298,Jan 17 14:47:42 +0000 2013
40,1220,40.6675,-73.98968,Jan 17 03:33:26 +0000 2013
41,1353,40.88281,-73.8662,Jan 17 00:21:37 +0000 2013
42,833,40.59115,-74.03019,Jan 17 09:20:49 +0000 2013
43,2488,40.81206,-73.99284,Jan 17 13:32:00 +0000 2013
44,2180,40.93588,-74.0337,Jan 17 00:58:19 +0000 2013
45,1599,40.83003,-73.94736,Jan 17 11:40:30 +0000 2013
46,934,40.74432,-74.02436,Jan 17 12:53:20 +0000 2013
47,844,40.78814,-74.26823,Jan 17 23:11:26 +0000 2013
48,1526,40.74927,-73.87514,Jan 17 13:37:27 +0000 2013
49,793,40.88149,-73.91464,Jan 17 15:28:03 +0000 2013
50,825,40.74842,-73.76605,Jan 17 22:30:57 +0000 2013
