poi_id,eff_time,lat,lon,times
1,1678,40.83926,-73.8067,Jan 17 21:58:21 +0000 2013
2,2154,40.75923,-74.04249,Jan 17 12:47:22 +0000 2013
3,1479,40.72753,-74.07707,Jan 17 18:59:32 +0000 2013
4,1677,40.56107,-73.96696,Jan 17 18:04:53 +0000 2013
5,1980,40.73835,-73.91542,Jan 17 03:05:36 +0000 2013
6,2607,40.71729,-73.99192,Jan 17 20:05:21 +0000 2013
7,2175,40.75562,-74.00796,Jan 17 23:48:59 +0000 2013
8,2207,40.70936,-73.97864,Jan 17 15:44:20 +0000 2013
9,1970,40.76642,-74.07178,Jan 17 17:58:04 +0000 2013
10,2648,40.73694,-74.00281,Jan 17 00:58:31 +0000 2013
11,797,40.77354,-73.96219,Jan 17 04:29:40 +0000 2013
12,611,40.64654,-73.98162,Jan 17 23:45:22 +0000 2013
13,2084,40.78766,-73.99804,Jan 17 13:16:35 +0000 2013
14,2325,40.73855,-73.99606,Jan 17 17:41:42 +0000 2013
15,1950,40.74737,-74.01827,Jan 17 17:28:08 +0000 2013
16,1632,40.76627,-73.8231,Jan 17 06:15:54 +0000 2013
17,1761,40.76671,-73.96461,Jan 17 18:01:47 +0000 2013
18,2634,40.75209,-74.02,Jan 17 23:44:30 +0000 2013
19,1708,40.84256,-73.96056,Jan 17 04:18:11 +0000 2013
20,2647,40.68978,-74.04235,Jan 17 12:10:33 +0000 2013
21,2015,40.61771,-73.88397,Jan 17 01:36:02 +0000 2013
22,2085,40.68549,-73.92611,Jan 17 02:23:47 +0000 2013
23,1043,40.71751,-73.87677,Jan 17 10:04:53 +0000 2013
24,1856,40.89744,-73.92902,Jan 17 05:13:48 +0000 2013
25,2058,40.74259,-73.73907,Jan 17 15:01:23 +0000 2013
26,1333,40.71159,-73.96571,Jan 17 03:51:30 +0000 2013
27,717,40.74195,-74.00366,Jan 17 21:25:03 +0000 2013
28,2489,40.75827,-73.96685,Jan 17 23:35:56 +0000 2013
29,1049,40.742,-73.87577,Jan 17 18:27:07 +0000 2013
30,1102,40.75828,-73.94337,Jan 17 23:02:18 +0000 2013
31,1900,40.7081,-73.94973,Jan 17 12:38:52 +0000 2013
32,1418,40.87321,-73.91563,Jan 17 15:27:27 +0000 2013
33,1177,40.76097,-73.99724,Jan 17 15:50:23 +0000 2013
34,1231,40.74939,-74.01891,Jan 17 23:38:58 +0000 2013
35,2672,40.76715,-74.01335,Jan 17 22:51:11 +0000 2013
36,2392,40.72657,-73.98753,Jan 17 18:46:04 +0000 2013
37,1509,40.78293,-73.91062,Jan 17 20:22:31 +0000 2013
38,2131,40.7121,-73.91964,Jan 17 11:55:20 +0000 2013
39,2066,40.89208,-73.93894,Jan 17 14:47:42 +0000 2013
40,1220,40.72156,-73.96166,Jan 17 03:33:26 +0000 2013
41,1353,40.8989,-73.91921,Jan 17 00:21:37 +0000 2013
42,833,40.62892,-74.00621,Jan 17 09:20:49 +0000 2013
43,2488,40.80155,-73.95399,Jan 17 13:32:00 +0000 2013
44,2180,40.9539,-74.06106,Jan 17 00:58:19 +0000 2013
45,1599,40.82839,-73.94141,Jan 17 11:40:30 +0000 2013
46,934,40.67617,-74.00739,Jan 17 12:53:20 +0000 2013
47,844,40.84124,-74.23097,Jan 17 23:11:26 +0000 2013
48,1526,40.77292,-73.85795,Jan 17 13:37:27 +0000 2013
49,793,40.8633,-73.89453,Jan 17 15:28:03 +0000 2013
50,825,40.78425,-73.7121,Jan 17 22:30:57 +0000 2013
