poi_id,eff_time,lat,lon,times
1,1678,40.83883,-73.81639,Jan 17 21:58:21 +0000 2013
2,2154,40.76014,-74.01622,Jan 17 12:47:22 +0000 2013
3,1479,40.78167,-73.87435,Jan 17 18:59:32 +0000 2013
4,1677,40.49238,-74.02862,Jan 17 18:04:53 +0000 2013
5,1980,40.71851,-73.89867,Jan 17 03:05:36 +0000 2013
6,2607,40.75757,-73.95401,Jan 17 20:05:21 +0000 2013
7,2175,40.74771,-73.90017,Jan 17 23:48:59 +0000 2013
8,2207,40.73705,-73.95015,Jan 17 15:44:20 +0000 2013
9,1970,40.76861,-73.96497,Jan 17 17:58:04 +0000 2013
10,2648,40.69266,-73.98152,Jan 17 00:58:31 +0000 2013
11,797,40.85152,-73.91554,Jan 17 04:29:40 +0000 2013
12,611,40.70479,-73.98049,Jan 17 23:45:22 +0000 2013
13,2084,40.74036,-73.98241,Jan 17 13:16:35 +0000 2013
14,2325,40.73328,-74.00479,Jan 17 17:41:42 +0000 2013
15,1950,40.76914,-73.97202,Jan 17 17:28:08 +0000 2013
16,1632,40.77609,-73.79113,Jan 17 06:15:54 +0000 2013
17,1761,40.8069,-74.04552,Jan 17 18:01:47 +0000 2013
18,2634,40.84681,-73.93852,Jan 17 23:44:30 +0000 2013
19,1708,40.79711,-73.99318,Jan 17 04:18:11 +0000 2013
20,2647,40.69192,-74.06261,Jan 17 12:10:33 +0000 2013
21,2015,40.68528,-73.92577,Jan 17 01:36:02 +0000 2013
22,2085,40.62127,-73.89882,Jan 17 02:23:47 +0000 2013
23,1043,40.70092,-73.87787,Jan 17 10:04:53 +0000 2013
24,1856,40.91785,-73.91178,Jan 17 05:13:48 +0000 2013
25,2058,40.79754,-73.79129,Jan 17 15:01:23 +0000 2013
26,1333,40.72024,-74.04891,Jan 17 03:51:30 +0000 2013
27,717,40.75103,-73.99152,Jan 17 21:25:03 +0000 2013
28,2489,40.83144,-74.01166,Jan 17 23:35:56 +0000 2013
29,1049,40.72176,-73.89182,Jan 17 18:27:07 +0000 2013
30,1102,40.77853,-74.03015,Jan 17 23:02:18 +0000 2013
31,1900,40.61677,-74.01493,Jan 17 12:38:52 +0000 2013
32,1418,40.89679,-73.81758,Jan 17 15:27:27 +0000 2013
33,1177,40.69245,-74.03062,Jan 17 15:50:23 +0000 2013
34,1231,40.71078,-74.07462,Jan 17 23:38:58 +0000 2013
35,2672,40.75282,-74.03808,Jan 17 22:51:11 +0000 2013
36,2392,40.70055,-73.89445,Jan 17 18:46:04 +0000 2013
37,1509,40.8158,-73.89191,Jan 17 20:22:31 +0000 2013
38,2131,40.76634,-73.92217,Jan 17 11:55:20 +0000 2013
39,2066,40.88929,-74.03631,Jan 17 14:47:42 +0000 2013
40,1220,40.77684,-73.93104,Jan 17 03:33:26 +0000 2013
41,1353,40.92754,-73.93483,Jan 17 00:21:37 +0000 2013
42,833,40.61216,-73.95987,Jan 17 09:20:49 +0000 2013
43,2488,40.80901,-73.87858,Jan 17 13:32:00 +0000 2013
44,2180,40.9965,-73.93557,Jan 17 00:58:19 +0000 2013
45,1599,40.82306,-73.99365,Jan 17 11:40:30 +0000 2013
46,934,40.69749,-74.10374,Jan 17 12:53:20 +0000 2013
47,844,40.78811,-74.19837,Jan 17 23:11:26 +0000 2013
48,1526,40.68197,-73.75815,Jan 17 13:37:27 +0000 2013
49,793,40.90898,-73.9559,Jan 17 15:28:03 +0000 2013
50,825,40.78386,-73.74539,Jan 17 22:30:57 +0000 2013
