poi_id,eff_time,lat,lon,times
1,1678,40.84509,-73.79262,Jan 17 21:58:21 +0000 2013
2,2154,40.73284,-73.91298,Jan 17 12:47:22 +0000 2013
3,1479,40.66726,-73.87796,Jan 17 18:59:32 +0000 2013
4,1677,40.5634,-73.89348,Jan 17 18:04:53 +0000 2013
5,1980,40.74704,-73.98803,Jan 17 03:05:36 +0000 2013
6,2607,40.74018,-74.00511,Jan 17 20:05:21 +0000 2013
7,2175,40.81928,-73.93776,Jan 17 23:48:59 +0000 2013
8,2207,40.71917,-73.93044,Jan 17 15:44:20 +0000 2013
9,1970,40.78623,-73.95876,Jan 17 17:58:04 +0000 2013
10,2648,40.72321,-74.02601,Jan 17 00:58:31 +0000 2013
11,797,40.83781,-73.95592,Jan 17 04:29:40 +0000 2013
12,611,40.60994,-74.01589,Jan 17 23:45:22 +0000 2013
13,2084,40.82457,-73.96126,Jan 17 13:16:35 +0000 2013
14,2325,40.73261,-74.04154,Jan 17 17:41:42 +0000 2013
15,1950,40.77209,-74.04222,Jan 17 17:28:08 +0000 2013
16,1632,40.77983,-73.84076,Jan 17 06:15:54 +0000 2013
17,1761,40.72592,-74.01389,Jan 17 18:01:47 +0000 2013
18,2634,40.75979,-74.01483,Jan 17 23:44:30 +0000 2013
19,1708,40.8773,-73.9164,Jan 17 04:18:11 +0000 2013
20,2647,40.73044,-73.98236,Jan 17 12:10:33 +0000 2013
21,2015,40.65805,-73.92723,Jan 17 01:36:02 +0000 2013
22,2085,40.73532,-73.81809,Jan 17 02:23:47 +0000 2013
23,1043,40.66153,-73.80945,Jan 17 10:04:53 +0000 2013
24,1856,40.84749,-73.86436,Jan 17 05:13:48 +0000 2013
25,2058,40.77183,-73.67133,Jan 17 15:01:23 +0000 2013
26,1333,40.70819,-73.95398,Jan 17 03:51:30 +0000 2013
27,717,40.78167,-73.97423,Jan 17 21:25:03 +0000 2013
28,2489,40.80556,-73.95731,Jan 17 23:35:56 +0000 2013
29,1049,40.87783,-73.85435,Jan 17 18:27:07 +0000 2013
30,1102,40.79604,-73.89871,Jan 17 23:02:18 +0000 2013
31,1900,40.72742,-73.92435,Jan 17 12:38:52 +0000 2013
32,1418,40.80895,-74.05003,Jan 17 15:27:27 +0000 2013
33,1177,40.7377,-73.91559,Jan 17 15:50:23 +0000 2013
34,1231,40.62359,-74.09589,Jan 17 23:38:58 +0000 2013
35,2672,40.75744,-73.99447,Jan 17 22:51:11 +0000 2013
36,2392,40.68229,-73.97007,Jan 17 18:46:04 +0000 2013
37,1509,40.7448,-73.95397,Jan 17 20:22:31 +0000 2013
38,2131,40.82224,-73.92865,Jan 17 11:55:20 +0000 2013
39,2066,40.86611,-74.05455,Jan 17 14:47:42 +0000 2013
40,1220,40.65455,-73.95612,Jan 17 03:33:26 +0000 2013
41,1353,40.98112,-74.017,Jan 17 00:21:37 +0000 2013
42,833,40.53826,-74.00983,Jan 17 09:20:49 +0000 2013
43,2488,40.80667,-73.99209,Jan 17 13:32:00 +0000 2013
44,2180,40.94112,-74.19492,Jan 17 00:58:19 +0000 2013
45,1599,40.86453,-73.9669,Jan 17 11:40:30 +0000 2013
46,934,40.67516,-74.0929,Jan 17 12:53:20 +0000 2013
47,844,40.82826,-74.30314,Jan 17 23:11:26 +0000 2013
48,1526,40.79387,-73.74876,Jan 17 13:37:27 +0000 2013
49,793,40.83628,-73.92222,Jan 17 15:28:03 +0000 2013
50,825,40.80221,-73.76812,Jan 17 22:30:57 +0000 2013
