poi_id,eff_time,lat,lon,times
1,1678,40.863,-73.79883,Jan 17 21:58:21 +0000 2013
2,2154,40.75731,-74.00395,Jan 17 12:47:22 +0000 2013
3,1479,40.75246,-73.97506,Jan 17 18:59:32 +0000 2013
4,1677,40.58835,-73.96973,Jan 17 18:04:53 +0000 2013
5,1980,40.77134,-73.9862,Jan 17 03:05:36 +0000 2013
6,2607,40.74252,-74.02172,Jan 17 20:05:21 +0000 2013
7,2175,40.75884,-74.00082,Jan 17 23:48:59 +0000 2013
8,2207,40.72285,-73.95045,Jan 17 15:44:20 +0000 2013
9,1970,40.76519,-73.95669,Jan 17 17:58:04 +0000 2013
10,2648,40.72829,-74.03542,Jan 17 00:58:31 +0000 2013
11,797,40.80145,-73.9412,Jan 17 04:29:40 +0000 2013
12,611,40.65415,-73.98496,Jan 17 23:45:22 +0000 2013
13,2084,40.77155,-73.99844,Jan 17 13:16:35 +0000 2013
14,2325,40.72157,-74.00382,Jan 17 17:41:42 +0000 2013
15,1950,40.76446,-73.97692,Jan 17 17:28:08 +0000 2013
16,1632,40.74055,-73.83135,Jan 17 06:15:54 +0000 2013
17,1761,40.74072,-73.99295,Jan 17 18:01:47 +0000 2013
18,2634,40.75791,-73.99896,Jan 17 23:44:30 +0000 2013
19,1708,40.83115,-73.95459,Jan 17 04:18:11 +0000 2013
20,2647,40.71432,-73.9954,Jan 17 12:10:33 +0000 2013
21,2015,40.65267,-73.90569,Jan 17 01:36:02 +0000 2013
22,2085,40.71086,-73.88299,Jan 17 02:23:47 +0000 2013
23,1043,40.65716,-73.88106,Jan 17 10:04:53 +0000 2013
24,1856,40.90681,-73.90196,Jan 17 05:13:48 +0000 2013
25,2058,40.7596,-73.7346,Jan 17 15:01:23 +0000 2013
26,1333,40.7174,-73.96711,Jan 17 03:51:30 +0000 2013
27,717,40.75709,-73.99917,Jan 17 21:25:03 +0000 2013
28,2489,40.7335,-73.99707,Jan 17 23:35:56 +0000 2013
29,1049,40.71074,-73.8573,Jan 17 18:27:07 +0000 2013
30,1102,40.74752,-74.00613,Jan 17 23:02:18 +0000 2013
31,1900,40.70665,-73.9456,Jan 17 12:38:52 +0000 2013
32,1418,40.84339,-73.89734,Jan 17 15:27:27 +0000 2013
33,1177,40.73785,-73.97803,Jan 17 15:50:23 +0000 2013
34,1231,40.7433,-74.00005,Jan 17 23:38:58 +0000 2013
35,2672,40.71411,-74.02893,Jan 17 22:51:11 +0000 2013
36,2392,40.69041,-73.93965,Jan 17 18:46:04 +0000 2013
37,1509,40.83161,-73.93626,Jan 17 20:22:31 +0000 2013
38,2131,40.72698,-73.87562,Jan 17 11:55:20 +0000 2013
39,2066,40.90678,-73.98929,Jan 17 14:47:42 +0000 2013
40,1220,40.66365,-73.97585,Jan 17 03:33:26 +0000 2013
41,1353,40.89433,-73.92147,Jan 17 00:21:37 +0000 2013
42,833,40.61385,-73.96889,Jan 17 09:20:49 +0000 2013
43,2488,40.81038,-73.9571,Jan 17 13:32:00 +0000 2013
44,2180,40.95242,-74.05906,Jan 17 00:58:19 +0000 2013
45,1599,40.81095,-73.9746,Jan 17 11:40:30 +0000 2013
46,934,40.70966,-74.0425,Jan 17 12:53:20 +0000 2013
47,844,40.80202,-74.22358,Jan 17 23:11:26 +0000 2013
48,1526,40.77015,-73.88649,Jan 17 13:37:27 +0000 2013
49,793,40.83876,-73.89526,Jan 17 15:28:03 +0000 2013
50,825,40.78291,-73.75727,Jan 17 22:30:57 +0000 2013
