poi_id,eff_time,lat,lon,times
1,1678,40.84294,-73.79284,Jan 17 21:58:21 +0000 2013
2,2154,40.74955,-73.97663,Jan 17 12:47:22 +0000 2013
3,1479,40.75531,-73.97069,Jan 17 18:59:32 +0000 2013
4,1677,40.57911,-73.96951,Jan 17 18:04:53 +0000 2013
5,1980,40.76484,-73.99139,Jan 17 03:05:36 +0000 2013
6,2607,40.73785,-73.9872,Jan 17 20:05:21 +0000 2013
7,2175,40.75206,-73.99918,Jan 17 23:48:59 +0000 2013
8,2207,40.73538,-73.93928,Jan 17 15:44:20 +0000 2013
9,1970,40.76301,-73.97364,Jan 17 17:58:04 +0000 2013
10,2648,40.7328,-74.04555,Jan 17 00:58:31 +0000 2013
11,797,40.83622,-73.92608,Jan 17 04:29:40 +0000 2013
12,611,40.68455,-73.9793,Jan 17 23:45:22 +0000 2013
13,2084,40.77112,-74.00162,Jan 17 13:16:35 +0000 2013
14,2325,40.73979,-74.002,Jan 17 17:41:42 +0000 2013
15,1950,40.76139,-73.9609,Jan 17 17:28:08 +0000 2013
16,1632,40.75492,-73.81402,Jan 17 06:15:54 +0000 2013
17,1761,40.75985,-73.98436,Jan 17 18:01:47 +0000 2013
18,2634,40.76427,-74.00429,Jan 17 23:44:30 +0000 2013
19,1708,40.8303,-73.93924,Jan 17 04:18:11 +0000 2013
20,2647,40.70432,-73.99259,Jan 17 12:10:33 +0000 2013
21,2015,40.66189,-73.90757,Jan 17 01:36:02 +0000 2013
22,2085,40.66648,-73.88662,Jan 17 02:23:47 +0000 2013
23,1043,40.67439,-73.8715,Jan 17 10:04:53 +0000 2013
24,1856,40.9085,-73.90731,Jan 17 05:13:48 +0000 2013
25,2058,40.74652,-73.7255,Jan 17 15:01:23 +0000 2013
26,1333,40.72527,-73.98926,Jan 17 03:51:30 +0000 2013
27,717,40.74909,-73.99558,Jan 17 21:25:03 +0000 2013
28,2489,40.74361,-74.00807,Jan 17 23:35:56 +0000 2013
29,1049,40.74415,-73.88074,Jan 17 18:27:07 +0000 2013
30,1102,40.74688,-73.99206,Jan 17 23:02:18 +0000 2013
31,1900,40.70948,-73.94122,Jan 17 12:38:52 +0000 2013
32,1418,40.87645,-73.92957,Jan 17 15:27:27 +0000 2013
33,1177,40.7577,-73.98508,Jan 17 15:50:23 +0000 2013
34,1231,40.73616,-74.00845,Jan 17 23:38:58 +0000 2013
35,2672,40.73898,-73.98875,Jan 17 22:51:11 +0000 2013
36,2392,40.72261,-73.95007,Jan 17 18:46:04 +0000 2013
37,1509,40.79834,-73.93009,Jan 17 20:22:31 +0000 2013
38,2131,40.73486,-73.8903,Jan 17 11:55:20 +0000 2013
39,2066,40.88521,-73.96542,Jan 17 14:47:42 +0000 2013
40,1220,40.66836,-73.97391,Jan 17 03:33:26 +0000 2013
41,1353,40.86076,-73.91373,Jan 17 00:21:37 +0000 2013
42,833,40.60344,-73.97295,Jan 17 09:20:49 +0000 2013
43,2488,40.78399,-73.94487,Jan 17 13:32:00 +0000 2013
44,2180,40.9503,-74.07347,Jan 17 00:58:19 +0000 2013
45,1599,40.83244,-73.9335,Jan 17 11:40:30 +0000 2013
46,934,40.73648,-74.08688,Jan 17 12:53:20 +0000 2013
47,844,40.82304,-74.20737,Jan 17 23:11:26 +0000 2013
48,1526,40.77241,-73.86924,Jan 17 13:37:27 +0000 2013
49,793,40.86115,-73.92648,Jan 17 15:28:03 +0000 2013
50,825,40.76982,-73.75513,Jan 17 22:30:57 +0000 2013
