poi_id,eff_time,lat,lon,times
1,1678,40.85563,-73.78543,Jan 17 21:58:21 +0000 2013
2,2154,40.74882,-73.94791,Jan 17 12:47:22 +0000 2013
3,1479,40.73553,-74.04505,Jan 17 18:59:32 +0000 2013
4,1677,40.5519,-74.00257,Jan 17 18:04:53 +0000 2013
5,1980,40.78452,-74.03096,Jan 17 03:05:36 +0000 2013
6,2607,40.77027,-74.02796,Jan 17 20:05:21 +0000 2013
7,2175,40.75894,-73.98637,Jan 17 23:48:59 +0000 2013
8,2207,40.74388,-73.9606,Jan 17 15:44:20 +0000 2013
9,1970,40.79253,-74.00043,Jan 17 17:58:04 +0000 2013
10,2648,40.70837,-74.02912,Jan 17 00:58:31 +0000 2013
11,797,40.83189,-73.95743,Jan 17 04:29:40 +0000 2013
12,611,40.67934,-73.99568,Jan 17 23:45:22 +0000 2013
13,2084,40.76901,-73.98909,Jan 17 13:16:35 +0000 2013
14,2325,40.74254,-74.00156,Jan 17 17:41:42 +0000 2013
15,1950,40.76483,-73.97853,Jan 17 17:28:08 +0000 2013
16,1632,40.7579,-73.81018,Jan 17 06:15:54 +0000 2013
17,1761,40.76213,-73.93567,Jan 17 18:01:47 +0000 2013
18,2634,40.81712,-74.07166,Jan 17 23:44:30 +0000 2013
19,1708,40.82678,-73.94792,Jan 17 04:18:11 +0000 2013
20,2647,40.71934,-74.0139,Jan 17 12:10:33 +0000 2013
21,2015,40.65994,-73.92456,Jan 17 01:36:02 +0000 2013
22,2085,40.67155,-73.89013,Jan 17 02:23:47 +0000 2013
23,1043,40.64959,-73.83809,Jan 17 10:04:53 +0000 2013
24,1856,40.91158,-73.90894,Jan 17 05:13:48 +0000 2013
25,2058,40.76417,-73.75312,Jan 17 15:01:23 +0000 2013
26,1333,40.73892,-73.97449,Jan 17 03:51:30 +0000 2013
27,717,40.77893,-73.91606,Jan 17 21:25:03 +0000 2013
28,2489,40.73157,-73.947,Jan 17 23:35:56 +0000 2013
29,1049,40.70489,-73.86163,Jan 17 18:27:07 +0000 2013
30,1102,40.75041,-73.99434,Jan 17 23:02:18 +0000 2013
31,1900,40.69434,-73.97378,Jan 17 12:38:52 +0000 2013
32,1418,40.87992,-73.91517,Jan 17 15:27:27 +0000 2013
33,1177,40.75004,-73.98327,Jan 17 15:50:23 +0000 2013
34,1231,40.74606,-73.99303,Jan 17 23:38:58 +0000 2013
35,2672,40.77906,-74.01831,Jan 17 22:51:11 +0000 2013
36,2392,40.72628,-73.97891,Jan 17 18:46:04 +0000 2013
37,1509,40.81294,-73.93943,Jan 17 20:22:31 +0000 2013
38,2131,40.72519,-73.88076,Jan 17 11:55:20 +0000 2013
39,2066,40.88078,-73.9626,Jan 17 14:47:42 +0000 2013
40,1220,40.64189,-73.94797,Jan 17 03:33:26 +0000 2013
41,1353,40.89888,-73.95664,Jan 17 00:21:37 +0000 2013
42,833,40.61217,-74.01559,Jan 17 09:20:49 +0000 2013
43,2488,40.81657,-73.94216,Jan 17 13:32:00 +0000 2013
44,2180,40.9735,-74.06839,Jan 17 00:58:19 +0000 2013
45,1599,40.8226,-73.93373,Jan 17 11:40:30 +0000 2013
46,934,40.73847,-74.06426,Jan 17 12:53:20 +0000 2013
47,844,40.80881,-74.20441,Jan 17 23:11:26 +0000 2013
48,1526,40.75774,-73.8393,Jan 17 13:37:27 +0000 2013
49,793,40.85218,-73.97944,Jan 17 15:28:03 +0000 2013
50,825,40.76398,-73.71974,Jan 17 22:30:57 +0000 2013
