1,1807,35.623256366178964,139.5710849761963,Jan 26 04:05:23 +0000 2013
2,747,35.68359265756563,139.70224360383517,Jan 26 14:18:13 +0000 2013
3,2005,35.69263302200682,139.7063273191452,Jan 26 08:44:30 +0000 2013
4,892,35.688466725533054,139.72281459357075,Jan 26 07:09:44 +0000 2013
5,1674,35.689809792874755,139.69790518283844,Jan 26 11:52:43 +0000 2013
6,1537,35.550004406063394,139.78646233677864,Jan 26 12:52:48 +0000 2013
7,1511,35.74508419648473,139.81714010238647,Jan 26 10:14:14 +0000 2013
8,1699,35.67514525722818,139.75975155830383,Jan 26 10:36:18 +0000 2013
9,1468,35.65852172695124,139.7013260344949,Jan 26 01:44:03 +0000 2013
10,1409,35.65907021417525,139.69891101121902,Jan 26 00:05:49 +0000 2013
11,641,35.71658377135745,139.8748093650172,Jan 26 07:40:35 +0000 2013
12,1963,35.64592362299403,139.8269248008728,Jan 26 07:42:57 +0000 2013
13,870,35.68614756601451,139.6192184958851,Jan 26 07:39:38 +0000 2013
14,1004,35.698596195264464,139.77301824864617,Jan 26 07:03:39 +0000 2013
15,1327,35.69732511231562,139.7725510597229,Jan 26 01:22:35 +0000 2013
16,2089,35.65723958513964,139.69364047050476,Jan 26 07:33:18 +0000 2013
17,2699,35.69267223281894,139.70127403736117,Jan 26 07:29:22 +0000 2013
18,2527,35.66361391560402,139.69884395599365,Jan 26 05:08:42 +0000 2013
19,1492,35.691391336319306,139.74995613098145,Jan 26 06:29:45 +0000 2013
20,1539,35.622752053991626,139.74955855245153,Jan 26 07:50:16 +0000 2013
21,1670,35.72934038,139.71546922,Jan 26 08:16:36 +0000 2013
22,963,35.53564925483943,139.72616761922836,Jan 26 07:56:35 +0000 2013
23,2130,35.760868,139.586985,Jan 26 05:29:27 +0000 2013
24,2605,35.65986347372506,139.70610201358795,Jan 26 07:14:16 +0000 2013
25,983,35.776704233333334,139.79176165,Jan 26 05:04:38 +0000 2013
26,2567,35.701178,139.771038,Jan 26 11:14:19 +0000 2013
27,1116,35.69867779460533,139.77422207593918,Jan 26 04:27:23 +0000 2013
28,1400,35.7143572143492,139.77750778198242,Jan 26 07:21:09 +0000 2013
29,2310,35.755097515861,139.76856529712677,Jan 26 07:45:31 +0000 2013
30,2170,35.664167,139.895986,Jan 26 09:05:58 +0000 2013
31,2664,35.66864546357213,139.6504783630371,Jan 26 09:53:40 +0000 2013
32,836,35.66598481877049,139.76150304079056,Jan 26 07:08:39 +0000 2013
33,2045,35.67042353547993,139.6824637055397,Jan 26 14:09:05 +0000 2013
34,1207,35.536638538680336,139.7343698143959,Jan 26 00:42:43 +0000 2013
35,1469,35.675957966572845,139.48387026786804,Jan 26 03:38:28 +0000 2013
36,1318,35.66478572493497,139.72632785303006,Jan 26 07:32:29 +0000 2013
37,752,35.68137872227962,139.76608157157898,Jan 26 00:21:00 +0000 2013
38,786,35.691334,139.752665,Jan 26 06:00:25 +0000 2013
39,1346,35.69834017073988,139.77311432361603,Jan 26 13:08:35 +0000 2013
40,1186,35.682443,139.70178026,Jan 26 10:39:06 +0000 2013
