1,2325,40.7431989535266,-74.00000440132106,Jan 17 17:41:42 +0000 2013
2,636,40.728445820010194,-74.00768280029297,Jan 17 23:43:36 +0000 2013
3,1013,40.71070581396522,-73.96450190779781,Jan 17 19:10:07 +0000 2013
4,2601,40.92039063491639,-74.00063278107605,Jan 17 10:05:39 +0000 2013
5,2146,40.87129191705516,-74.14161270853154,Jan 17 03:53:08 +0000 2013
6,1296,40.66396521747583,-73.91089718440725,Jan 17 15:43:23 +0000 2013
7,1371,40.74231487869751,-73.99188995361328,Jan 17 17:38:38 +0000 2013
8,1637,40.74446589703744,-73.98263849837286,Jan 17 05:47:30 +0000 2013
9,1322,40.712033033064166,-74.00699299251195,Jan 17 20:59:43 +0000 2013
10,1778,40.79981701959628,-73.79351377487183,Jan 17 21:59:15 +0000 2013
11,1986,40.76700055308682,-73.95788966274031,Jan 17 20:21:53 +0000 2013
12,1331,40.816892517125126,-74.07422496425988,Jan 17 22:38:42 +0000 2013
13,2548,40.92338629798113,-74.00986312632568,Jan 17 14:13:04 +0000 2013
14,1214,40.753447928267605,-73.98612213498515,Jan 17 18:13:00 +0000 2013
15,1574,40.748028359910286,-73.98781514808185,Jan 17 22:32:28 +0000 2013
16,2648,40.965304565504205,-74.0628722907326,Jan 17 12:42:00 +0000 2013
17,1841,40.71595073760232,-73.94959533722336,Jan 17 19:47:13 +0000 2013
18,2574,40.7960403224815,-74.25650596618652,Jan 17 01:14:49 +0000 2013
19,1892,40.731865231154536,-74.18612019998156,Jan 17 13:13:19 +0000 2013
20,2041,40.73528249691621,-73.99040315158283,Jan 17 13:59:10 +0000 2013
21,1197,40.701537,-74.013036,Jan 17 14:18:35 +0000 2013
22,1176,40.88057663971272,-73.87781309166441,Jan 17 13:35:56 +0000 2013
23,1776,40.74017876390845,-74.00560522941583,Jan 17 02:33:46 +0000 2013
24,932,40.733198057276994,-73.99848365639589,Jan 17 20:54:30 +0000 2013
25,1195,40.74543104733995,-73.99851808849003,Jan 17 02:43:01 +0000 2013
26,2595,40.74435091026743,-73.98246058442858,Jan 17 11:50:19 +0000 2013
27,1415,40.71515230397314,-74.01477508365622,Jan 17 17:51:44 +0000 2013
28,2142,40.88951061904137,-73.97568251443336,Jan 17 14:47:17 +0000 2013
29,1908,40.744372067717286,-73.99622260200258,Jan 17 23:24:01 +0000 2013
30,818,40.67008028629618,-73.90658830179062,Jan 17 15:58:55 +0000 2013
31,2321,40.73308000062968,-74.1708254814148,Jan 17 23:45:40 +0000 2013
32,640,40.68141721147483,-73.95614472695534,Jan 17 23:33:55 +0000 2013
33,2063,40.725344,-73.977798,Jan 17 13:40:10 +0000 2013
34,2231,40.76698912383244,-73.95874857902527,Jan 17 00:38:33 +0000 2013
35,1575,40.7714256153356,-73.97350072860723,Jan 17 13:12:48 +0000 2013
36,1323,40.75335278522429,-73.9084284158856,Jan 17 23:14:10 +0000 2013
37,1200,40.70477380546345,-73.94186034276925,Jan 17 05:22:29 +0000 2013
38,2019,40.73898201597659,-73.989677131176,Jan 17 23:29:40 +0000 2013
39,2387,40.760802,-73.983493,Jan 17 11:54:05 +0000 2013
40,1897,40.7584256559778,-73.98044038873341,Jan 17 02:42:43 +0000 2013
