poi_id,eff_time,lat,lon,times
1,1994,40.94467,-74.18114,Jan 17 13:47:58 +0000 2013
2,2490,40.63211,-73.99338,Jan 17 05:17:18 +0000 2013
3,1185,40.72603,-74.01124,Jan 17 17:50:28 +0000 2013
4,2545,40.77162,-73.96494,Jan 17 13:42:20 +0000 2013
5,2386,40.68056,-74.07895,Jan 17 18:40:05 +0000 2013
6,690,40.74254,-73.99099,Jan 17 16:24:35 +0000 2013
7,923,40.75077,-73.9754,Jan 17 23:30:38 +0000 2013
8,717,40.77188,-73.99988,Jan 17 21:25:03 +0000 2013
9,1913,40.85415,-73.81977,Jan 17 18:14:55 +0000 2013
10,2424,40.73377,-73.97344,Jan 17 17:46:49 +0000 2013
11,2273,40.78708,-73.9389,Jan 17 17:00:15 +0000 2013
12,1074,40.70748,-74.02133,Jan 17 14:40:30 +0000 2013
13,2413,40.65067,-73.76768,Jan 17 19:03:35 +0000 2013
14,1001,40.74818,-73.99445,Jan 17 22:21:00 +0000 2013
15,1176,40.88759,-73.86072,Jan 17 13:35:56 +0000 2013
16,1797,40.74528,-73.98201,Jan 17 21:01:24 +0000 2013
17,2168,40.73023,-73.97805,Jan 17 20:15:48 +0000 2013
18,1001,40.81216,-73.93141,Jan 17 12:55:18 +0000 2013
19,1414,40.65518,-73.90366,Jan 17 23:02:46 +0000 2013
20,1086,40.84441,-74.17276,Jan 17 05:25:27 +0000 2013
21,2201,40.89617,-74.1505,Jan 17 10:30:26 +0000 2013
22,2534,40.77971,-73.98498,Jan 17 14:46:14 +0000 2013
23,987,40.87445,-73.92145,Jan 17 15:27:52 +0000 2013
24,2154,40.76032,-74.00619,Jan 17 12:47:22 +0000 2013
25,2469,40.69572,-74.00925,Jan 17 13:17:43 +0000 2013
26,931,40.72393,-73.98812,Jan 17 00:20:09 +0000 2013
27,2273,40.77068,-73.95657,Jan 17 03:53:10 +0000 2013
28,2089,40.83186,-73.91659,Jan 17 22:00:22 +0000 2013
29,1487,40.7333,-74.01209,Jan 17 18:20:56 +0000 2013
30,1760,40.72223,-74.01485,Jan 17 00:45:14 +0000 2013
31,1150,40.73735,-73.96858,Jan 17 19:00:26 +0000 2013
32,1880,40.84456,-73.93618,Jan 17 19:10:40 +0000 2013
33,1469,40.75546,-73.97848,Jan 17 18:00:22 +0000 2013
34,1202,40.80747,-73.91423,Jan 17 15:23:57 +0000 2013
35,928,40.74692,-73.98461,Jan 17 14:24:56 +0000 2013
36,2058,40.74822,-73.76806,Jan 17 15:01:23 +0000 2013
37,1744,40.72502,-73.98976,Jan 17 23:57:56 +0000 2013
38,1014,40.83403,-74.06545,Jan 17 00:49:09 +0000 2013
39,1032,40.75421,-73.97866,Jan 17 14:59:01 +0000 2013
40,611,40.68162,-73.96178,Jan 17 23:45:22 +0000 2013
