poi_id,eff_time,lat,lon,times
1,1994,40.8936,-74.13397,Jan 17 13:47:58 +0000 2013
2,2490,40.64275,-74.0711,Jan 17 05:17:18 +0000 2013
3,1185,40.71877,-73.9988,Jan 17 17:50:28 +0000 2013
4,2545,40.7555,-73.92886,Jan 17 13:42:20 +0000 2013
5,2386,40.67995,-74.20841,Jan 17 18:40:05 +0000 2013
6,690,40.72402,-74.05249,Jan 17 16:24:35 +0000 2013
7,923,40.70869,-73.83339,Jan 17 23:30:38 +0000 2013
8,717,40.75967,-74.05353,Jan 17 21:25:03 +0000 2013
9,1913,40.85612,-73.76138,Jan 17 18:14:55 +0000 2013
10,2424,40.6794,-74.12968,Jan 17 17:46:49 +0000 2013
11,2273,40.79816,-74.09449,Jan 17 17:00:15 +0000 2013
12,1074,40.71005,-73.96633,Jan 17 14:40:30 +0000 2013
13,2413,40.62727,-73.71572,Jan 17 19:03:35 +0000 2013
14,1001,40.74789,-73.9971,Jan 17 22:21:00 +0000 2013
15,1176,40.88776,-73.88446,Jan 17 13:35:56 +0000 2013
16,1797,40.75078,-74.04426,Jan 17 21:01:24 +0000 2013
17,2168,40.61764,-74.08388,Jan 17 20:15:48 +0000 2013
18,1001,40.80013,-74.03645,Jan 17 12:55:18 +0000 2013
19,1414,40.58677,-73.76687,Jan 17 23:02:46 +0000 2013
20,1086,40.8413,-74.16797,Jan 17 05:25:27 +0000 2013
21,2201,40.85336,-74.18685,Jan 17 10:30:26 +0000 2013
22,2534,40.77097,-74.026,Jan 17 14:46:14 +0000 2013
23,987,40.85124,-73.83788,Jan 17 15:27:52 +0000 2013
24,2154,40.69998,-74.0627,Jan 17 12:47:22 +0000 2013
25,2469,40.73028,-74.09096,Jan 17 13:17:43 +0000 2013
26,931,40.68312,-73.99511,Jan 17 00:20:09 +0000 2013
27,2273,40.76927,-74.00742,Jan 17 03:53:10 +0000 2013
28,2089,40.87422,-73.92552,Jan 17 22:00:22 +0000 2013
29,1487,40.79254,-74.08308,Jan 17 18:20:56 +0000 2013
30,1760,40.79115,-73.99311,Jan 17 00:45:14 +0000 2013
31,1150,40.73952,-74.00338,Jan 17 19:00:26 +0000 2013
32,1880,40.82777,-73.9054,Jan 17 19:10:40 +0000 2013
33,1469,40.75035,-73.97518,Jan 17 18:00:22 +0000 2013
34,1202,40.76772,-73.94172,Jan 17 15:23:57 +0000 2013
35,928,40.80946,-73.93297,Jan 17 14:24:56 +0000 2013
36,2058,40.72517,-73.85622,Jan 17 15:01:23 +0000 2013
37,1744,40.68241,-73.98919,Jan 17 23:57:56 +0000 2013
38,1014,40.90994,-74.08571,Jan 17 00:49:09 +0000 2013
39,1032,40.75136,-73.90905,Jan 17 14:59:01 +0000 2013
40,611,40.613,-73.96355,Jan 17 23:45:22 +0000 2013
