poi_id,eff_time,lat,lon,times
1,1994,41.01717,-74.25388,Jan 17 13:47:58 +0000 2013
2,2490,40.6763,-73.98487,Jan 17 05:17:18 +0000 2013
3,1185,40.60361,-74.00081,Jan 17 17:50:28 +0000 2013
4,2545,40.85939,-73.80386,Jan 17 13:42:20 +0000 2013
5,2386,40.68843,-73.98595,Jan 17 18:40:05 +0000 2013
6,690,40.68095,-73.99464,Jan 17 16:24:35 +0000 2013
7,923,40.73147,-74.09422,Jan 17 23:30:38 +0000 2013
8,717,40.82368,-73.92805,Jan 17 21:25:03 +0000 2013
9,1913,40.81406,-73.77602,Jan 17 18:14:55 +0000 2013
10,2424,40.69144,-74.16925,Jan 17 17:46:49 +0000 2013
11,2273,40.85807,-73.90851,Jan 17 17:00:15 +0000 2013
12,1074,40.82261,-73.93905,Jan 17 14:40:30 +0000 2013
13,2413,40.62491,-73.76289,Jan 17 19:03:35 +0000 2013
14,1001,40.83002,-74.08933,Jan 17 22:21:00 +0000 2013
15,1176,40.79011,-73.90072,Jan 17 13:35:56 +0000 2013
16,1797,40.84497,-74.07029,Jan 17 21:01:24 +0000 2013
17,2168,40.64726,-73.93483,Jan 17 20:15:48 +0000 2013
18,1001,40.7343,-73.84942,Jan 17 12:55:18 +0000 2013
19,1414,40.72953,-73.97113,Jan 17 23:02:46 +0000 2013
20,1086,40.74803,-74.20225,Jan 17 05:25:27 +0000 2013
21,2201,40.85978,-74.04275,Jan 17 10:30:26 +0000 2013
22,2534,40.69405,-74.01013,Jan 17 14:46:14 +0000 2013
23,987,40.77953,-73.8686,Jan 17 15:27:52 +0000 2013
24,2154,40.66812,-73.92863,Jan 17 12:47:22 +0000 2013
25,2469,40.66842,-73.85914,Jan 17 13:17:43 +0000 2013
26,931,40.80356,-73.91683,Jan 17 00:20:09 +0000 2013
27,2273,40.68573,-73.75316,Jan 17 03:53:10 +0000 2013
28,2089,40.82687,-73.89363,Jan 17 22:00:22 +0000 2013
29,1487,40.65678,-74.05121,Jan 17 18:20:56 +0000 2013
30,1760,40.74949,-74.06379,Jan 17 00:45:14 +0000 2013
31,1150,40.70466,-73.71293,Jan 17 19:00:26 +0000 2013
32,1880,40.79583,-73.81371,Jan 17 19:10:40 +0000 2013
33,1469,40.7618,-73.9182,Jan 17 18:00:22 +0000 2013
34,1202,40.92392,-74.0419,Jan 17 15:23:57 +0000 2013
35,928,40.84996,-73.85605,Jan 17 14:24:56 +0000 2013
36,2058,40.5746,-73.67424,Jan 17 15:01:23 +0000 2013
37,1744,40.70871,-74.01075,Jan 17 23:57:56 +0000 2013
38,1014,40.82485,-74.08793,Jan 17 00:49:09 +0000 2013
39,1032,40.80653,-73.78595,Jan 17 14:59:01 +0000 2013
40,611,40.70684,-73.97516,Jan 17 23:45:22 +0000 2013
