poi_id,eff_time,lat,lon,times
1,1994,40.8978,-74.16657,Jan 17 13:47:58 +0000 2013
2,2490,40.64758,-74.03104,Jan 17 05:17:18 +0000 2013
3,1185,40.69467,-73.97867,Jan 17 17:50:28 +0000 2013
4,2545,40.80901,-73.99006,Jan 17 13:42:20 +0000 2013
5,2386,40.68502,-74.11243,Jan 17 18:40:05 +0000 2013
6,690,40.73963,-73.98244,Jan 17 16:24:35 +0000 2013
7,923,40.74526,-73.99735,Jan 17 23:30:38 +0000 2013
8,717,40.75306,-73.99114,Jan 17 21:25:03 +0000 2013
9,1913,40.87282,-73.8277,Jan 17 18:14:55 +0000 2013
10,2424,40.73912,-73.97666,Jan 17 17:46:49 +0000 2013
11,2273,40.77869,-73.95122,Jan 17 17:00:15 +0000 2013
12,1074,40.71309,-74.01033,Jan 17 14:40:30 +0000 2013
13,2413,40.64442,-73.75739,Jan 17 19:03:35 +0000 2013
14,1001,40.7426,-74.03905,Jan 17 22:21:00 +0000 2013
15,1176,40.87068,-73.83046,Jan 17 13:35:56 +0000 2013
16,1797,40.74995,-73.95383,Jan 17 21:01:24 +0000 2013
17,2168,40.71341,-73.98216,Jan 17 20:15:48 +0000 2013
18,1001,40.82509,-73.94664,Jan 17 12:55:18 +0000 2013
19,1414,40.65539,-73.89897,Jan 17 23:02:46 +0000 2013
20,1086,40.86648,-74.18767,Jan 17 05:25:27 +0000 2013
21,2201,40.90341,-74.19066,Jan 17 10:30:26 +0000 2013
22,2534,40.75601,-73.98844,Jan 17 14:46:14 +0000 2013
23,987,40.84387,-73.87454,Jan 17 15:27:52 +0000 2013
24,2154,40.7494,-74.04096,Jan 17 12:47:22 +0000 2013
25,2469,40.73369,-74.03689,Jan 17 13:17:43 +0000 2013
26,931,40.7442,-73.99332,Jan 17 00:20:09 +0000 2013
27,2273,40.77814,-73.94553,Jan 17 03:53:10 +0000 2013
28,2089,40.8426,-73.87745,Jan 17 22:00:22 +0000 2013
29,1487,40.73539,-74.00258,Jan 17 18:20:56 +0000 2013
30,1760,40.72214,-74.0317,Jan 17 00:45:14 +0000 2013
31,1150,40.77124,-74.01175,Jan 17 19:00:26 +0000 2013
32,1880,40.86813,-73.94284,Jan 17 19:10:40 +0000 2013
33,1469,40.74673,-73.9957,Jan 17 18:00:22 +0000 2013
34,1202,40.80528,-73.9466,Jan 17 15:23:57 +0000 2013
35,928,40.75247,-73.99214,Jan 17 14:24:56 +0000 2013
36,2058,40.75926,-73.77908,Jan 17 15:01:23 +0000 2013
37,1744,40.71646,-74.00076,Jan 17 23:57:56 +0000 2013
38,1014,40.85049,-74.06703,Jan 17 00:49:09 +0000 2013
39,1032,40.77064,-73.97565,Jan 17 14:59:01 +0000 2013
40,611,40.69552,-73.96416,Jan 17 23:45:22 +0000 2013
