poi_id,eff_time,lat,lon,times
1,1994,40.92587,-74.17185,Jan 17 13:47:58 +0000 2013
2,2490,40.66043,-74.01938,Jan 17 05:17:18 +0000 2013
3,1185,40.70196,-73.98494,Jan 17 17:50:28 +0000 2013
4,2545,40.75559,-73.98082,Jan 17 13:42:20 +0000 2013
5,2386,40.67196,-74.08989,Jan 17 18:40:05 +0000 2013
6,690,40.7138,-73.98067,Jan 17 16:24:35 +0000 2013
7,923,40.69438,-74.00834,Jan 17 23:30:38 +0000 2013
8,717,40.79246,-73.93178,Jan 17 21:25:03 +0000 2013
9,1913,40.85993,-73.79822,Jan 17 18:14:55 +0000 2013
10,2424,40.74359,-73.99184,Jan 17 17:46:49 +0000 2013
11,2273,40.79299,-73.93382,Jan 17 17:00:15 +0000 2013
12,1074,40.6931,-73.98174,Jan 17 14:40:30 +0000 2013
13,2413,40.66759,-73.7385,Jan 17 19:03:35 +0000 2013
14,1001,40.74288,-73.99459,Jan 17 22:21:00 +0000 2013
15,1176,40.88663,-73.85153,Jan 17 13:35:56 +0000 2013
16,1797,40.745,-73.97694,Jan 17 21:01:24 +0000 2013
17,2168,40.73034,-74.00168,Jan 17 20:15:48 +0000 2013
18,1001,40.80302,-73.93042,Jan 17 12:55:18 +0000 2013
19,1414,40.64724,-73.86828,Jan 17 23:02:46 +0000 2013
20,1086,40.85508,-74.13475,Jan 17 05:25:27 +0000 2013
21,2201,40.88538,-74.12301,Jan 17 10:30:26 +0000 2013
22,2534,40.8103,-74.03211,Jan 17 14:46:14 +0000 2013
23,987,40.87683,-73.91631,Jan 17 15:27:52 +0000 2013
24,2154,40.75973,-74.03756,Jan 17 12:47:22 +0000 2013
25,2469,40.72276,-73.99673,Jan 17 13:17:43 +0000 2013
26,931,40.72283,-74.0037,Jan 17 00:20:09 +0000 2013
27,2273,40.74552,-73.9468,Jan 17 03:53:10 +0000 2013
28,2089,40.80942,-73.88374,Jan 17 22:00:22 +0000 2013
29,1487,40.71097,-74.01864,Jan 17 18:20:56 +0000 2013
30,1760,40.72617,-74.0006,Jan 17 00:45:14 +0000 2013
31,1150,40.80214,-73.95416,Jan 17 19:00:26 +0000 2013
32,1880,40.84051,-73.90154,Jan 17 19:10:40 +0000 2013
33,1469,40.73857,-73.98066,Jan 17 18:00:22 +0000 2013
34,1202,40.82267,-73.86808,Jan 17 15:23:57 +0000 2013
35,928,40.74079,-73.9862,Jan 17 14:24:56 +0000 2013
36,2058,40.76759,-73.76456,Jan 17 15:01:23 +0000 2013
37,1744,40.75985,-73.98752,Jan 17 23:57:56 +0000 2013
38,1014,40.82827,-74.09824,Jan 17 00:49:09 +0000 2013
39,1032,40.75142,-73.98256,Jan 17 14:59:01 +0000 2013
40,611,40.64672,-74.01582,Jan 17 23:45:22 +0000 2013
