poi_id,eff_time,lat,lon,times
1,1994,40.9031,-74.16941,Jan 17 13:47:58 +0000 2013
2,2490,40.63741,-74.03054,Jan 17 05:17:18 +0000 2013
3,1185,40.75018,-73.99545,Jan 17 17:50:28 +0000 2013
4,2545,40.75992,-73.94094,Jan 17 13:42:20 +0000 2013
5,2386,40.66377,-74.11006,Jan 17 18:40:05 +0000 2013
6,690,40.73478,-73.99267,Jan 17 16:24:35 +0000 2013
7,923,40.72648,-73.9777,Jan 17 23:30:38 +0000 2013
8,717,40.75045,-73.99093,Jan 17 21:25:03 +0000 2013
9,1913,40.85394,-73.78155,Jan 17 18:14:55 +0000 2013
10,2424,40.71172,-73.98709,Jan 17 17:46:49 +0000 2013
11,2273,40.77682,-73.95509,Jan 17 17:00:15 +0000 2013
12,1074,40.72572,-74.00429,Jan 17 14:40:30 +0000 2013
13,2413,40.64305,-73.74424,Jan 17 19:03:35 +0000 2013
14,1001,40.74936,-73.96729,Jan 17 22:21:00 +0000 2013
15,1176,40.88645,-73.85271,Jan 17 13:35:56 +0000 2013
16,1797,40.72814,-73.9763,Jan 17 21:01:24 +0000 2013
17,2168,40.7016,-74.02307,Jan 17 20:15:48 +0000 2013
18,1001,40.81511,-73.95869,Jan 17 12:55:18 +0000 2013
19,1414,40.66872,-73.93003,Jan 17 23:02:46 +0000 2013
20,1086,40.83386,-74.17149,Jan 17 05:25:27 +0000 2013
21,2201,40.87917,-74.13088,Jan 17 10:30:26 +0000 2013
22,2534,40.74961,-73.95634,Jan 17 14:46:14 +0000 2013
23,987,40.87325,-73.90403,Jan 17 15:27:52 +0000 2013
24,2154,40.74807,-74.00867,Jan 17 12:47:22 +0000 2013
25,2469,40.70457,-74.00061,Jan 17 13:17:43 +0000 2013
26,931,40.74468,-73.99128,Jan 17 00:20:09 +0000 2013
27,2273,40.77353,-73.95373,Jan 17 03:53:10 +0000 2013
28,2089,40.84445,-73.91043,Jan 17 22:00:22 +0000 2013
29,1487,40.7526,-74.01589,Jan 17 18:20:56 +0000 2013
30,1760,40.67262,-74.02015,Jan 17 00:45:14 +0000 2013
31,1150,40.73737,-73.96526,Jan 17 19:00:26 +0000 2013
32,1880,40.85824,-73.96025,Jan 17 19:10:40 +0000 2013
33,1469,40.75591,-73.98527,Jan 17 18:00:22 +0000 2013
34,1202,40.80052,-73.94031,Jan 17 15:23:57 +0000 2013
35,928,40.7421,-73.96907,Jan 17 14:24:56 +0000 2013
36,2058,40.7902,-73.74618,Jan 17 15:01:23 +0000 2013
37,1744,40.71221,-73.97187,Jan 17 23:57:56 +0000 2013
38,1014,40.84348,-74.08593,Jan 17 00:49:09 +0000 2013
39,1032,40.73927,-74.00035,Jan 17 14:59:01 +0000 2013
40,611,40.67004,-73.9824,Jan 17 23:45:22 +0000 2013
