poi_id,eff_time,lat,lon,times
1,1994,40.92097,-74.17202,Jan 17 13:47:58 +0000 2013
2,2490,40.64337,-74.03124,Jan 17 05:17:18 +0000 2013
3,1185,40.71232,-74.00022,Jan 17 17:50:28 +0000 2013
4,2545,40.77587,-73.96363,Jan 17 13:42:20 +0000 2013
5,2386,40.68367,-74.10504,Jan 17 18:40:05 +0000 2013
6,690,40.73494,-73.99152,Jan 17 16:24:35 +0000 2013
7,923,40.73233,-73.99308,Jan 17 23:30:38 +0000 2013
8,717,40.75402,-73.99714,Jan 17 21:25:03 +0000 2013
9,1913,40.86339,-73.79039,Jan 17 18:14:55 +0000 2013
10,2424,40.74545,-73.99766,Jan 17 17:46:49 +0000 2013
11,2273,40.77821,-73.96745,Jan 17 17:00:15 +0000 2013
12,1074,40.70408,-73.99775,Jan 17 14:40:30 +0000 2013
13,2413,40.66413,-73.7314,Jan 17 19:03:35 +0000 2013
14,1001,40.75431,-73.99905,Jan 17 22:21:00 +0000 2013
15,1176,40.87825,-73.87883,Jan 17 13:35:56 +0000 2013
16,1797,40.75233,-73.98284,Jan 17 21:01:24 +0000 2013
17,2168,40.71044,-73.99101,Jan 17 20:15:48 +0000 2013
18,1001,40.81341,-73.94266,Jan 17 12:55:18 +0000 2013
19,1414,40.67034,-73.90548,Jan 17 23:02:46 +0000 2013
20,1086,40.85624,-74.15899,Jan 17 05:25:27 +0000 2013
21,2201,40.89992,-74.15842,Jan 17 10:30:26 +0000 2013
22,2534,40.75998,-73.97087,Jan 17 14:46:14 +0000 2013
23,987,40.86756,-73.92447,Jan 17 15:27:52 +0000 2013
24,2154,40.75398,-73.9993,Jan 17 12:47:22 +0000 2013
25,2469,40.70574,-74.01226,Jan 17 13:17:43 +0000 2013
26,931,40.74719,-73.9992,Jan 17 00:20:09 +0000 2013
27,2273,40.77221,-73.95933,Jan 17 03:53:10 +0000 2013
28,2089,40.83812,-73.92058,Jan 17 22:00:22 +0000 2013
29,1487,40.73237,-73.99043,Jan 17 18:20:56 +0000 2013
30,1760,40.71964,-74.0391,Jan 17 00:45:14 +0000 2013
31,1150,40.74121,-73.97594,Jan 17 19:00:26 +0000 2013
32,1880,40.84893,-73.93399,Jan 17 19:10:40 +0000 2013
33,1469,40.74713,-73.98571,Jan 17 18:00:22 +0000 2013
34,1202,40.80478,-73.94441,Jan 17 15:23:57 +0000 2013
35,928,40.74595,-73.99461,Jan 17 14:24:56 +0000 2013
36,2058,40.7532,-73.74541,Jan 17 15:01:23 +0000 2013
37,1744,40.72349,-73.99906,Jan 17 23:57:56 +0000 2013
38,1014,40.84098,-74.09667,Jan 17 00:49:09 +0000 2013
39,1032,40.75618,-73.98374,Jan 17 14:59:01 +0000 2013
40,611,40.67427,-73.97751,Jan 17 23:45:22 +0000 2013
