poi_id,eff_time,lat,lon,times
1,1994,40.92552,-74.15061,Jan 17 13:47:58 +0000 2013
2,2490,40.64562,-74.01842,Jan 17 05:17:18 +0000 2013
3,1185,40.713,-73.97117,Jan 17 17:50:28 +0000 2013
4,2545,40.75259,-73.96874,Jan 17 13:42:20 +0000 2013
5,2386,40.68333,-74.10086,Jan 17 18:40:05 +0000 2013
6,690,40.72753,-73.98969,Jan 17 16:24:35 +0000 2013
7,923,40.74131,-73.9666,Jan 17 23:30:38 +0000 2013
8,717,40.75818,-73.99883,Jan 17 21:25:03 +0000 2013
9,1913,40.86209,-73.77791,Jan 17 18:14:55 +0000 2013
10,2424,40.73441,-74.01767,Jan 17 17:46:49 +0000 2013
11,2273,40.7683,-73.96522,Jan 17 17:00:15 +0000 2013
12,1074,40.7044,-74.01224,Jan 17 14:40:30 +0000 2013
13,2413,40.64548,-73.76443,Jan 17 19:03:35 +0000 2013
14,1001,40.75028,-73.98771,Jan 17 22:21:00 +0000 2013
15,1176,40.87118,-73.87536,Jan 17 13:35:56 +0000 2013
16,1797,40.75116,-73.98973,Jan 17 21:01:24 +0000 2013
17,2168,40.69608,-73.99968,Jan 17 20:15:48 +0000 2013
18,1001,40.80151,-73.96963,Jan 17 12:55:18 +0000 2013
19,1414,40.67301,-73.91573,Jan 17 23:02:46 +0000 2013
20,1086,40.85364,-74.17866,Jan 17 05:25:27 +0000 2013
21,2201,40.89615,-74.16294,Jan 17 10:30:26 +0000 2013
22,2534,40.75689,-73.99105,Jan 17 14:46:14 +0000 2013
23,987,40.85355,-73.91534,Jan 17 15:27:52 +0000 2013
24,2154,40.75457,-74.00561,Jan 17 12:47:22 +0000 2013
25,2469,40.71367,-73.99837,Jan 17 13:17:43 +0000 2013
26,931,40.72827,-73.98338,Jan 17 00:20:09 +0000 2013
27,2273,40.75918,-73.95346,Jan 17 03:53:10 +0000 2013
28,2089,40.84425,-73.91358,Jan 17 22:00:22 +0000 2013
29,1487,40.74951,-74.01932,Jan 17 18:20:56 +0000 2013
30,1760,40.71945,-74.04085,Jan 17 00:45:14 +0000 2013
31,1150,40.74838,-73.94315,Jan 17 19:00:26 +0000 2013
32,1880,40.85072,-73.93347,Jan 17 19:10:40 +0000 2013
33,1469,40.75584,-73.99081,Jan 17 18:00:22 +0000 2013
34,1202,40.8013,-73.94231,Jan 17 15:23:57 +0000 2013
35,928,40.74788,-73.99485,Jan 17 14:24:56 +0000 2013
36,2058,40.76065,-73.7784,Jan 17 15:01:23 +0000 2013
37,1744,40.72558,-73.99618,Jan 17 23:57:56 +0000 2013
38,1014,40.8262,-74.08848,Jan 17 00:49:09 +0000 2013
39,1032,40.75007,-74.00275,Jan 17 14:59:01 +0000 2013
40,611,40.67379,-73.98882,Jan 17 23:45:22 +0000 2013
