1,1990.0,49.0020339568,2.5758111477,256077.0
2,1206.0,49.0032797491,2.5772166252,263279.0
3,1236.0,62.4470508,17.33522415,828731.0
4,1149.0,62.4468326833,17.3374872,141092.0
5,1610.0,62.4420349167,17.3490779167,167753.0
6,1523.0,62.4426862125,17.3476588726,127581.0
7,2323.0,33.7887544333,-117.9936673833,1111368.0
8,1495.0,48.1746001743,16.3312411308,110133.0
9,768.0,22.269272881,114.1849181056,188512.0
10,849.0,34.0968739986,-118.3293253183,741570.0
11,1010.0,33.6452411,-111.9172938333,92716.0
12,1638.0,53.49186366,-2.3616746,1111398.0
13,772.0,-37.8265969667,145.0589859167,54805.0
14,1296.0,38.7374649283,-9.1544115543,674138.0
15,2673.0,38.7426449792,-9.1392409801,137827.0
16,1323.0,38.7702649019,-9.0953449624,1111431.0
17,2021.0,38.7703547964,-9.0940833092,1103587.0
18,1825.0,38.7721699493,-9.0939974785,614520.0
19,1062.0,38.7727116274,-9.097415221,1070367.0
20,2027.0,50.7242815833,-3.5296978333,476574.0
21,1421.0,50.7241129833,-3.5303235,665925.0
22,1592.0,50.7251297667,-3.531157,895949.0
23,917.0,50.7251720333,-3.5333418667,841943.0
24,2425.0,50.7251617468,-3.5332202911,134890.0
25,1475.0,50.7255840949,-3.5332325066,960217.0
26,1302.0,50.7254792621,-3.5335609317,460824.0
27,2687.0,50.7259020464,-3.533359766,216371.0
28,2540.0,50.7268257065,-3.5280275345,258493.0
29,1617.0,50.72729367,-3.53133511,572848.0
30,815.0,50.72869211,-3.52832257,764014.0
31,766.0,50.7311037833,-3.5256604667,599702.0
32,2665.0,50.7311347667,-3.52374355,285086.0
33,1773.0,55.5937462013,13.0077910423,60576.0
34,1530.0,59.858582348,17.6471757889,74512.0
35,2409.0,47.6758074886,-122.3162988153,813178.0
36,758.0,55.5936916396,13.0077159405,1090709.0
37,1204.0,55.5815042333,13.0051335167,141244.0
38,1877.0,52.0125193716,6.0367892371,647058.0
39,1667.0,59.4048081009,17.9433750445,669922.0
40,2652.0,51.4632120467,-0.3004932404,56835.0
