1,2094.0,31.9913109333,-80.8459509667,279957.0
2,1931.0,34.38882435,-103.0460894,657639.0
3,2677.0,29.3048385833,-94.79281365,998871.0
4,1641.0,37.7832822211,-122.4069750309,68766.0
5,692.0,37.4240335673,-122.1436397375,114462.0
6,1772.0,30.2721083,-97.7529573333,11013.0
7,2197.0,30.2929974372,-97.8272652626,360574.0
8,1235.0,30.2932012,-97.8268125667,125045.0
9,2498.0,30.2137036667,-97.65876755,371089.0
10,2587.0,32.8436815667,-96.85019015,13559.0
11,2018.0,32.844584573,-96.8498468399,26106.0
12,1486.0,30.2448597206,-97.7571630478,18417.0
13,937.0,35.9865064333,-78.53352735,31072.0
14,2091.0,35.9767150167,-78.54072425,27544.0
15,2485.0,37.7790261,-121.9771419167,19337.0
16,1675.0,34.0697622167,-118.4057736333,14770.0
17,1793.0,28.0373098333,-82.4209171667,737468.0
18,1079.0,28.0368626,-82.4214720667,15504.0
19,1691.0,42.3512339741,-71.0771875084,142675.0
20,2029.0,40.6912468675,-74.1795158386,24963.0
21,1677.0,40.8514833821,-73.9520859718,16481.0
22,1007.0,34.1429209387,-118.2558395416,1009899.0
23,1662.0,37.3881626833,-122.0826999667,24748.0
24,1582.0,37.7854783432,-122.405987978,176236.0
25,1726.0,34.8508611459,-82.3997676373,1112648.0
26,1232.0,39.199643,-84.3764409667,78599.0
27,697.0,33.9435379571,-118.4071683884,10190.0
28,1035.0,30.309668656,-81.6952044494,107327.0
29,1848.0,33.91789175,-117.9308333667,238778.0
30,2636.0,33.9185714722,-117.9318273067,1115121.0
31,1915.0,50.8549469758,4.3665548074,16386.0
32,1454.0,55.5928737461,13.0077371193,149491.0
33,2049.0,53.33762556,-6.26572257,1114575.0
34,2289.0,59.2516272684,10.417689085,884549.0
35,1378.0,40.7658677659,-111.9036912918,59613.0
36,2251.0,53.3846089622,-1.4670364204,1115042.0
37,1270.0,59.85345458,17.70043516,1111587.0
38,1810.0,45.5182220554,-73.5643082857,157793.0
39,1316.0,50.9032496333,-1.4142036333,39521.0
40,1580.0,40.7619360147,-73.9834974135,46939.0
