poi_id,eff_time,lat,lon,times
1,2300,35.66743,139.75691,Jan 26 04:04:49 +0000 2013
2,1077,35.64836,139.69297,Jan 26 09:27:39 +0000 2013
3,1521,35.71915,139.71119,Jan 26 10:58:33 +0000 2013
4,2250,35.56286,139.78709,Jan 26 10:11:40 +0000 2013
5,2642,35.70617,139.70698,Jan 26 04:46:06 +0000 2013
6,616,35.70091,139.74481,Jan 26 03:27:42 +0000 2013
7,1963,35.69708,139.73601,Jan 26 08:03:52 +0000 2013
8,1676,35.67124,139.77027,Jan 26 07:13:47 +0000 2013
9,981,35.69779,139.71461,Jan 26 02:03:43 +0000 2013
10,2587,35.81843,139.62804,Jan 26 08:11:45 +0000 2013
11,1440,35.7057,139.68897,Jan 26 06:28:31 +0000 2013
12,2625,35.57184,139.66039,Jan 26 05:34:08 +0000 2013
13,2615,35.70177,139.77582,Jan 26 06:20:23 +0000 2013
14,1135,35.6959,139.78594,Jan 26 09:55:13 +0000 2013
15,1983,35.69142,139.69409,Jan 26 08:43:33 +0000 2013
16,1371,35.60347,139.63154,Jan 26 07:25:29 +0000 2013
17,2243,35.80319,139.71625,Jan 26 07:11:01 +0000 2013
18,1792,35.71648,139.78148,Jan 26 11:17:53 +0000 2013
19,1979,35.67454,139.79828,Jan 26 12:47:36 +0000 2013
20,728,35.64702,139.6701,Jan 26 11:39:41 +0000 2013
21,1871,35.6642,139.64378,Jan 26 11:40:47 +0000 2013
22,1435,35.77817,139.73439,Jan 26 07:27:01 +0000 2013
23,1093,35.62063,139.63758,Jan 26 08:58:51 +0000 2013
24,842,35.6667,139.74734,Jan 26 09:19:15 +0000 2013
25,1563,35.64355,139.68903,Jan 26 07:20:49 +0000 2013
26,793,35.74907,139.77826,Jan 26 08:25:13 +0000 2013
27,707,35.5686,139.58883,Jan 26 06:28:46 +0000 2013
28,1065,35.50759,139.76117,Jan 26 14:23:51 +0000 2013
29,2302,35.66816,139.76642,Jan 26 07:42:35 +0000 2013
30,2312,35.65747,139.72506,Jan 26 05:03:56 +0000 2013
31,1950,35.75019,139.76538,Jan 26 07:13:44 +0000 2013
32,991,35.70716,139.81015,Jan 26 00:52:40 +0000 2013
33,1121,35.73144,139.63094,Jan 26 09:47:41 +0000 2013
34,938,35.73558,139.71264,Jan 26 06:43:11 +0000 2013
35,1040,35.52912,139.70958,Jan 26 03:48:55 +0000 2013
36,684,35.57987,139.68609,Jan 26 04:23:21 +0000 2013
37,2242,35.83832,139.7658,Jan 26 01:53:03 +0000 2013
38,2531,35.67791,139.72783,Jan 26 12:15:24 +0000 2013
39,1780,35.64154,139.71623,Jan 26 00:13:40 +0000 2013
40,1225,35.6778,139.69785,Jan 26 01:21:00 +0000 2013
