poi_id,eff_time,lat,lon,times
1,2300,35.66917,139.76112,Jan 26 04:04:49 +0000 2013
2,1077,35.65876,139.69806,Jan 26 09:27:39 +0000 2013
3,1521,35.68971,139.72934,Jan 26 10:58:33 +0000 2013
4,2250,35.54586,139.78715,Jan 26 10:11:40 +0000 2013
5,2642,35.66437,139.76175,Jan 26 04:46:06 +0000 2013
6,616,35.68476,139.77305,Jan 26 03:27:42 +0000 2013
7,1963,35.68425,139.73521,Jan 26 08:03:52 +0000 2013
8,1676,35.66257,139.75558,Jan 26 07:13:47 +0000 2013
9,981,35.71275,139.68091,Jan 26 02:03:43 +0000 2013
10,2587,35.83506,139.6457,Jan 26 08:11:45 +0000 2013
11,1440,35.70199,139.66413,Jan 26 06:28:31 +0000 2013
12,2625,35.57412,139.60012,Jan 26 05:34:08 +0000 2013
13,2615,35.68574,139.78314,Jan 26 06:20:23 +0000 2013
14,1135,35.68204,139.76732,Jan 26 09:55:13 +0000 2013
15,1983,35.69134,139.70118,Jan 26 08:43:33 +0000 2013
16,1371,35.68105,139.69177,Jan 26 07:25:29 +0000 2013
17,2243,35.80808,139.71785,Jan 26 07:11:01 +0000 2013
18,1792,35.71746,139.75228,Jan 26 11:17:53 +0000 2013
19,1979,35.70117,139.75833,Jan 26 12:47:36 +0000 2013
20,728,35.63586,139.68288,Jan 26 11:39:41 +0000 2013
21,1871,35.66768,139.66632,Jan 26 11:40:47 +0000 2013
22,1435,35.76538,139.73155,Jan 26 07:27:01 +0000 2013
23,1093,35.61703,139.63812,Jan 26 08:58:51 +0000 2013
24,842,35.70284,139.78478,Jan 26 09:19:15 +0000 2013
25,1563,35.63715,139.73411,Jan 26 07:20:49 +0000 2013
26,793,35.76871,139.76345,Jan 26 08:25:13 +0000 2013
27,707,35.5321,139.58373,Jan 26 06:28:46 +0000 2013
28,1065,35.56777,139.69043,Jan 26 14:23:51 +0000 2013
29,2302,35.66836,139.73809,Jan 26 07:42:35 +0000 2013
30,2312,35.66415,139.73076,Jan 26 05:03:56 +0000 2013
31,1950,35.7093,139.77169,Jan 26 07:13:44 +0000 2013
32,991,35.68966,139.8125,Jan 26 00:52:40 +0000 2013
33,1121,35.69624,139.63549,Jan 26 09:47:41 +0000 2013
34,938,35.69256,139.70631,Jan 26 06:43:11 +0000 2013
35,1040,35.52515,139.68172,Jan 26 03:48:55 +0000 2013
36,684,35.577,139.66506,Jan 26 04:23:21 +0000 2013
37,2242,35.85145,139.77187,Jan 26 01:53:03 +0000 2013
38,2531,35.68911,139.79637,Jan 26 12:15:24 +0000 2013
39,1780,35.7014,139.68286,Jan 26 00:13:40 +0000 2013
40,1225,35.70845,139.70505,Jan 26 01:21:00 +0000 2013
