poi_id,eff_time,lat,lon,times
1,1224,35.74964694346383,139.80514526367188,Jan 26 07:28:41 +0000 2013
2,1828,35.62192202842952,139.72769379615784,Jan 26 05:11:36 +0000 2013
3,1963,35.646552450704014,139.71022725105286,Jan 26 11:56:15 +0000 2013
4,2403,35.65862345738872,139.7231689095497,Jan 26 08:52:41 +0000 2013
5,1368,35.69167888630371,139.70466434955597,Jan 26 07:33:30 +0000 2013
6,796,35.729864636451765,139.7109555727517,Jan 26 14:33:32 +0000 2013
7,1181,35.66629207220754,139.4770547747612,Jan 26 12:09:45 +0000 2013
8,856,35.6988270021162,139.77188855409622,Jan 26 10:27:36 +0000 2013
9,1835,35.625393,139.775641,Jan 26 11:51:54 +0000 2013
10,1035,35.69080269423021,139.70027922656513,Jan 26 22:31:51 +0000 2013
11,1431,35.689809792874755,139.69790518283844,Jan 26 12:38:01 +0000 2013
12,2248,35.67620199564515,139.69936966896057,Jan 26 04:15:03 +0000 2013
13,1609,35.672863961845884,139.529247879982,Jan 26 04:08:47 +0000 2013
14,2615,35.702791,139.770755,Jan 26 06:20:23 +0000 2013
15,1099,35.68797,139.798622,Jan 26 08:09:01 +0000 2013
16,1281,35.661925039988425,139.70107555389404,Jan 26 08:51:24 +0000 2013
17,1466,35.65852172695124,139.7013260344949,Jan 26 09:58:42 +0000 2013
18,1108,35.65850795400803,139.70132499933243,Jan 26 07:31:01 +0000 2013
19,1169,35.65890458756057,139.7025829553604,Jan 26 05:35:50 +0000 2013
20,1258,35.67121668223317,139.76499795913696,Jan 26 03:52:12 +0000 2013
21,2268,35.71202259411466,139.79840755462646,Jan 26 05:37:47 +0000 2013
22,1806,35.651889113311164,139.5443956553936,Jan 26 08:12:01 +0000 2013
23,1330,35.57328051064333,139.6667062037164,Jan 26 10:40:09 +0000 2013
24,1106,35.672195030970535,139.48046654462814,Jan 26 04:27:50 +0000 2013
25,2431,35.60879494815474,139.71805527806282,Jan 26 10:25:35 +0000 2013
26,2469,35.64625271366353,139.75327034294696,Jan 26 07:23:19 +0000 2013
27,1832,35.68104756127038,139.70952987670898,Jan 26 08:23:24 +0000 2013
28,1803,35.711412793983136,139.7771805524826,Jan 26 11:33:46 +0000 2013
29,2316,35.538931360333486,139.6804118156433,Jan 26 05:11:43 +0000 2013
30,1254,35.768687561684025,139.66219639181472,Jan 26 06:43:35 +0000 2013
