poi_id,eff_time,lat,lon,times
1,1224,35.76876,139.81775,Jan 26 07:28:41 +0000 2013
2,1828,35.62118,139.74389,Jan 26 05:11:36 +0000 2013
3,1963,35.62705,139.71304,Jan 26 11:56:15 +0000 2013
4,2403,35.65874,139.72611,Jan 26 08:52:41 +0000 2013
5,1368,35.67034,139.72567,Jan 26 07:33:30 +0000 2013
6,796,35.73019,139.74625,Jan 26 14:33:32 +0000 2013
7,1181,35.65848,139.48169,Jan 26 12:09:45 +0000 2013
8,856,35.71072,139.76444,Jan 26 10:27:36 +0000 2013
9,1835,35.62444,139.77624,Jan 26 11:51:54 +0000 2013
10,1035,35.68299,139.71787,Jan 26 22:31:51 +0000 2013
11,1431,35.67746,139.66137,Jan 26 12:38:01 +0000 2013
12,2248,35.67895,139.71075,Jan 26 04:15:03 +0000 2013
13,1609,35.67235,139.53074,Jan 26 04:08:47 +0000 2013
14,2615,35.70085,139.77277,Jan 26 06:20:23 +0000 2013
15,1099,35.70647,139.83752,Jan 26 08:09:01 +0000 2013
16,1281,35.66921,139.69599,Jan 26 08:51:24 +0000 2013
17,1466,35.66085,139.73557,Jan 26 09:58:42 +0000 2013
18,1108,35.6742,139.69927,Jan 26 07:31:01 +0000 2013
19,1169,35.64947,139.71403,Jan 26 05:35:50 +0000 2013
20,1258,35.66158,139.75147,Jan 26 03:52:12 +0000 2013
21,2268,35.71073,139.80005,Jan 26 05:37:47 +0000 2013
22,1806,35.66547,139.53806,Jan 26 08:12:01 +0000 2013
23,1330,35.58999,139.67232,Jan 26 10:40:09 +0000 2013
24,1106,35.68036,139.48794,Jan 26 04:27:50 +0000 2013
25,2431,35.60247,139.7151,Jan 26 10:25:35 +0000 2013
26,2469,35.62284,139.76886,Jan 26 07:23:19 +0000 2013
27,1832,35.68405,139.71371,Jan 26 08:23:24 +0000 2013
28,1803,35.70563,139.78283,Jan 26 11:33:46 +0000 2013
29,2316,35.53008,139.68768,Jan 26 05:11:43 +0000 2013
30,1254,35.74555,139.70303,Jan 26 06:43:35 +0000 2013
