poi_id,eff_time,lat,lon,times
1,1224,35.75284,139.80725,Jan 26 07:28:41 +0000 2013
2,1828,35.62846,139.72351,Jan 26 05:11:36 +0000 2013
3,1963,35.65368,139.72346,Jan 26 11:56:15 +0000 2013
4,2403,35.65133,139.73455,Jan 26 08:52:41 +0000 2013
5,1368,35.6783,139.70068,Jan 26 07:33:30 +0000 2013
6,796,35.72823,139.71631,Jan 26 14:33:32 +0000 2013
7,1181,35.66601,139.48296,Jan 26 12:09:45 +0000 2013
8,856,35.69548,139.77146,Jan 26 10:27:36 +0000 2013
9,1835,35.62658,139.7662,Jan 26 11:51:54 +0000 2013
10,1035,35.70992,139.71274,Jan 26 22:31:51 +0000 2013
11,1431,35.68831,139.69401,Jan 26 12:38:01 +0000 2013
12,2248,35.68426,139.69271,Jan 26 04:15:03 +0000 2013
13,1609,35.68305,139.54336,Jan 26 04:08:47 +0000 2013
14,2615,35.70151,139.77521,Jan 26 06:20:23 +0000 2013
15,1099,35.68139,139.80314,Jan 26 08:09:01 +0000 2013
16,1281,35.65635,139.7201,Jan 26 08:51:24 +0000 2013
17,1466,35.68886,139.70629,Jan 26 09:58:42 +0000 2013
18,1108,35.65182,139.67927,Jan 26 07:31:01 +0000 2013
19,1169,35.66879,139.71417,Jan 26 05:35:50 +0000 2013
20,1258,35.66598,139.76984,Jan 26 03:52:12 +0000 2013
21,2268,35.71652,139.80046,Jan 26 05:37:47 +0000 2013
22,1806,35.65174,139.55574,Jan 26 08:12:01 +0000 2013
23,1330,35.57683,139.64239,Jan 26 10:40:09 +0000 2013
24,1106,35.65954,139.47604,Jan 26 04:27:50 +0000 2013
25,2431,35.61836,139.7222,Jan 26 10:25:35 +0000 2013
26,2469,35.63457,139.76442,Jan 26 07:23:19 +0000 2013
27,1832,35.67758,139.7314,Jan 26 08:23:24 +0000 2013
28,1803,35.71367,139.7751,Jan 26 11:33:46 +0000 2013
29,2316,35.545,139.66665,Jan 26 05:11:43 +0000 2013
30,1254,35.76901,139.66141,Jan 26 06:43:35 +0000 2013
