poi_id,eff_time,lat,lon,times
1,1224,35.7445,139.79056,Jan 26 07:28:41 +0000 2013
2,1828,35.62369,139.73589,Jan 26 05:11:36 +0000 2013
3,1963,35.65545,139.69449,Jan 26 11:56:15 +0000 2013
4,2403,35.65474,139.69366,Jan 26 08:52:41 +0000 2013
5,1368,35.68329,139.70657,Jan 26 07:33:30 +0000 2013
6,796,35.73165,139.70607,Jan 26 14:33:32 +0000 2013
7,1181,35.67047,139.44368,Jan 26 12:09:45 +0000 2013
8,856,35.69449,139.76525,Jan 26 10:27:36 +0000 2013
9,1835,35.62084,139.78538,Jan 26 11:51:54 +0000 2013
10,1035,35.68434,139.71071,Jan 26 22:31:51 +0000 2013
11,1431,35.67493,139.73331,Jan 26 12:38:01 +0000 2013
12,2248,35.67878,139.72012,Jan 26 04:15:03 +0000 2013
13,1609,35.66234,139.53355,Jan 26 04:08:47 +0000 2013
14,2615,35.71872,139.79596,Jan 26 06:20:23 +0000 2013
15,1099,35.68201,139.80093,Jan 26 08:09:01 +0000 2013
16,1281,35.65589,139.69298,Jan 26 08:51:24 +0000 2013
17,1466,35.64062,139.70882,Jan 26 09:58:42 +0000 2013
18,1108,35.65494,139.70369,Jan 26 07:31:01 +0000 2013
19,1169,35.65471,139.71737,Jan 26 05:35:50 +0000 2013
20,1258,35.68674,139.79077,Jan 26 03:52:12 +0000 2013
21,2268,35.73215,139.78018,Jan 26 05:37:47 +0000 2013
22,1806,35.66013,139.5547,Jan 26 08:12:01 +0000 2013
23,1330,35.55966,139.67975,Jan 26 10:40:09 +0000 2013
24,1106,35.66947,139.48519,Jan 26 04:27:50 +0000 2013
25,2431,35.60441,139.71639,Jan 26 10:25:35 +0000 2013
26,2469,35.64963,139.74474,Jan 26 07:23:19 +0000 2013
27,1832,35.6814,139.71146,Jan 26 08:23:24 +0000 2013
28,1803,35.71549,139.77801,Jan 26 11:33:46 +0000 2013
29,2316,35.53227,139.73625,Jan 26 05:11:43 +0000 2013
30,1254,35.75905,139.64808,Jan 26 06:43:35 +0000 2013
