poi_id,eff_time,lat,lon,times
1,730,35.691670172683054,139.7708773612976,Jan 26 00:17:51 +0000 2013
2,1492,35.66708090185773,139.75739657878876,Jan 26 00:40:02 +0000 2013
3,713,35.693203755259184,139.74982738494873,Jan 26 04:51:00 +0000 2013
4,1117,35.650919233812566,139.5417845249176,Jan 26 03:20:41 +0000 2013
5,2402,35.72335749345228,139.71159115433693,Jan 26 06:02:54 +0000 2013
6,2415,35.69901541704127,139.7746217250824,Jan 26 12:24:16 +0000 2013
7,1164,35.7109162390011,139.79788720607758,Jan 26 22:52:16 +0000 2013
8,853,35.698327101400224,139.77162837982178,Jan 26 09:17:08 +0000 2013
9,1351,35.69580903532954,139.7520536184311,Jan 26 04:03:09 +0000 2013
10,1670,35.70000657571289,139.7802823437972,Jan 26 08:31:36 +0000 2013
