poi_id,eff_time,lat,lon,times
1,730,35.6999,139.69464,Jan 26 00:17:51 +0000 2013
2,1492,35.77899,139.82341,Jan 26 00:40:02 +0000 2013
3,713,35.68448,139.68424,Jan 26 04:51:00 +0000 2013
4,1117,35.65093,139.54765,Jan 26 03:20:41 +0000 2013
5,2402,35.69552,139.69828,Jan 26 06:02:54 +0000 2013
6,2415,35.7509,139.7852,Jan 26 12:24:16 +0000 2013
7,1164,35.6922,139.79524,Jan 26 22:52:16 +0000 2013
8,853,35.74847,139.73664,Jan 26 09:17:08 +0000 2013
9,1351,35.74238,139.70509,Jan 26 04:03:09 +0000 2013
10,1670,35.7275,139.67309,Jan 26 08:31:36 +0000 2013
