poi_id,eff_time,lat,lon,times
1,730,35.70117,139.78332,Jan 26 00:17:51 +0000 2013
2,1492,35.68238,139.72558,Jan 26 00:40:02 +0000 2013
3,713,35.69051,139.75891,Jan 26 04:51:00 +0000 2013
4,1117,35.65736,139.52776,Jan 26 03:20:41 +0000 2013
5,2402,35.68011,139.68859,Jan 26 06:02:54 +0000 2013
6,2415,35.70921,139.76873,Jan 26 12:24:16 +0000 2013
7,1164,35.70968,139.79344,Jan 26 22:52:16 +0000 2013
8,853,35.69478,139.78459,Jan 26 09:17:08 +0000 2013
9,1351,35.69711,139.7599,Jan 26 04:03:09 +0000 2013
10,1670,35.69608,139.78401,Jan 26 08:31:36 +0000 2013
