poi_id,eff_time,lat,lon,times
1,730,35.68543,139.76792,Jan 26 00:17:51 +0000 2013
2,1492,35.66137,139.75342,Jan 26 00:40:02 +0000 2013
3,713,35.6915,139.77024,Jan 26 04:51:00 +0000 2013
4,1117,35.6476,139.5362,Jan 26 03:20:41 +0000 2013
5,2402,35.72492,139.71192,Jan 26 06:02:54 +0000 2013
6,2415,35.69978,139.77327,Jan 26 12:24:16 +0000 2013
7,1164,35.70365,139.80198,Jan 26 22:52:16 +0000 2013
8,853,35.71234,139.7507,Jan 26 09:17:08 +0000 2013
9,1351,35.69963,139.75532,Jan 26 04:03:09 +0000 2013
10,1670,35.69633,139.78972,Jan 26 08:31:36 +0000 2013
