poi_id,eff_time,lat,lon,times
1,730,35.6834,139.77655,Jan 26 00:17:51 +0000 2013
2,1492,35.67452,139.73843,Jan 26 00:40:02 +0000 2013
3,713,35.68852,139.76048,Jan 26 04:51:00 +0000 2013
4,1117,35.62776,139.5639,Jan 26 03:20:41 +0000 2013
5,2402,35.72755,139.69533,Jan 26 06:02:54 +0000 2013
6,2415,35.72513,139.80708,Jan 26 12:24:16 +0000 2013
7,1164,35.68781,139.82585,Jan 26 22:52:16 +0000 2013
8,853,35.69488,139.79667,Jan 26 09:17:08 +0000 2013
9,1351,35.72152,139.74,Jan 26 04:03:09 +0000 2013
10,1670,35.71658,139.72346,Jan 26 08:31:36 +0000 2013
