191	1273840232.0	1273841873.0	37.7832822211	-122.4069750309	68766
261	1273840805.0	1273842577.0	30.2721083	-97.7529573333	11013
786	1273838539.0	1273840230.0	42.3512339741	-71.0771875084	142675
1007	1273838950.0	1273840979.0	40.6912468675	-74.1795158386	24963
1546	1273839011.0	1273840688.0	40.8514833821	-73.9520859718	16481
1835	1273840352.0	1273841359.0	34.1429209387	-118.2558395416	1009899
2244	1273841744.0	1273843406.0	37.3881626833	-122.0826999667	24748
3531	1273840984.0	1273842566.0	37.7854783432	-122.405987978	176236
4149	1273840156.0	1273841882.0	34.8508611459	-82.3997676373	1112648
4613	1273840162.0	1273841394.0	39.199643	-84.3764409667	78599
