653	1273811748.0	1273813521.0	37.1521222667	-121.6555370667	339542
4743	1273811031.0	1273812279.0	32.9046410512	-97.0359814167	9310
6638	1273812095.0	1273814084.0	28.5234268528	-80.6818449497	15365
10657	1273810568.0	1273811181.0	50.8226654167	-0.1399474167	31112
14494	1273809617.0	1273811931.0	39.7639171421	-86.1555147171	39412
14880	1273811925.0	1273812982.0	69.23023855	17.9816681167	823800
15211	1273810370.0	1273812270.0	38.8631470667	-77.0586234333	878590
21008	1273810186.0	1273812012.0	55.5891411833	12.9923742167	97139
33038	1273811450.0	1273813848.0	35.2201261779	-80.9439504147	18643
47170	1273811032.0	1273812794.0	59.3231957446	18.0670380592	69788
