poi_id,eff_time,lat,lon,times
1,2253,35.71796,139.79368,Jan 26 09:51:13 +0000 2013
2,2513,35.80826,139.81023,Jan 26 04:57:11 +0000 2013
3,2547,35.69939,139.58627,Jan 26 01:54:09 +0000 2013
4,1261,35.55001,139.62538,Jan 26 09:46:29 +0000 2013
5,1963,35.64922,139.76318,Jan 26 06:21:59 +0000 2013
6,1828,35.64431,139.65597,Jan 26 05:11:36 +0000 2013
7,2302,35.73474,139.64361,Jan 26 02:52:08 +0000 2013
8,1617,35.67741,139.76493,Jan 26 08:47:21 +0000 2013
9,1514,35.73926,139.74638,Jan 26 06:29:33 +0000 2013
10,1084,35.76579,139.46636,Jan 26 07:44:28 +0000 2013
11,2567,35.6285,139.82046,Jan 26 09:18:59 +0000 2013
12,2602,35.676,139.90636,Jan 26 10:53:00 +0000 2013
13,913,35.84895,139.66507,Jan 26 04:46:34 +0000 2013
14,962,35.695,139.86047,Jan 26 20:07:07 +0000 2013
15,1333,35.63021,139.74663,Jan 26 06:10:45 +0000 2013
16,2320,35.73324,139.64286,Jan 26 08:05:37 +0000 2013
17,2313,35.74034,139.68879,Jan 26 05:45:11 +0000 2013
18,1051,35.66728,139.4389,Jan 26 05:19:40 +0000 2013
19,1031,35.66724,139.78965,Jan 26 03:30:41 +0000 2013
20,1149,35.74741,139.45286,Jan 26 08:01:15 +0000 2013
