poi_id,eff_time,lat,lon,times
1,2253,35.67349,139.75998,Jan 26 09:51:13 +0000 2013
2,2513,35.76114,139.75425,Jan 26 04:57:11 +0000 2013
3,2547,35.70343,139.5821,Jan 26 01:54:09 +0000 2013
4,1261,35.51325,139.64557,Jan 26 09:46:29 +0000 2013
5,1963,35.65078,139.75452,Jan 26 06:21:59 +0000 2013
6,1828,35.61956,139.72913,Jan 26 05:11:36 +0000 2013
7,2302,35.6955,139.81642,Jan 26 02:52:08 +0000 2013
8,1617,35.69903,139.77387,Jan 26 08:47:21 +0000 2013
9,1514,35.684,139.76122,Jan 26 06:29:33 +0000 2013
10,1084,35.76424,139.51825,Jan 26 07:44:28 +0000 2013
11,2567,35.63211,139.77083,Jan 26 09:18:59 +0000 2013
12,2602,35.66529,139.86104,Jan 26 10:53:00 +0000 2013
13,913,35.86036,139.67901,Jan 26 04:46:34 +0000 2013
14,962,35.69208,139.77827,Jan 26 20:07:07 +0000 2013
15,1333,35.67086,139.76309,Jan 26 06:10:45 +0000 2013
16,2320,35.74572,139.72128,Jan 26 08:05:37 +0000 2013
17,2313,35.72828,139.65596,Jan 26 05:45:11 +0000 2013
18,1051,35.70911,139.54675,Jan 26 05:19:40 +0000 2013
19,1031,35.72422,139.71125,Jan 26 03:30:41 +0000 2013
20,1149,35.77561,139.50371,Jan 26 08:01:15 +0000 2013
