poi_id,eff_time,lat,lon,times
1,2332,40.71119,-73.99526,Jan 17 18:23:10 +0000 2013
2,2503,40.7497,-73.98951,Jan 17 00:25:03 +0000 2013
3,891,40.80104,-73.91553,Jan 17 18:21:55 +0000 2013
4,1886,40.96317,-74.1415,Jan 17 11:58:19 +0000 2013
5,2374,40.87531,-74.09928,Jan 17 03:22:15 +0000 2013
6,1081,40.74368,-73.94367,Jan 17 01:00:09 +0000 2013
7,2693,40.70489,-73.96108,Jan 17 00:57:10 +0000 2013
8,1148,40.6839,-73.92637,Jan 17 16:01:05 +0000 2013
9,1512,40.70736,-73.9482,Jan 17 14:10:53 +0000 2013
10,1318,40.75691,-74.11417,Jan 17 18:58:34 +0000 2013
11,1729,40.72074,-73.96503,Jan 17 22:38:08 +0000 2013
12,1296,40.75929,-74.04482,Jan 17 00:39:02 +0000 2013
13,1117,40.6931,-74.00222,Jan 17 04:13:45 +0000 2013
14,653,40.76292,-73.98616,Jan 17 15:14:02 +0000 2013
15,2003,40.71544,-73.93112,Jan 17 05:59:05 +0000 2013
16,2643,40.64255,-73.83461,Jan 17 13:51:35 +0000 2013
17,875,40.87667,-73.89267,Jan 17 13:36:27 +0000 2013
18,1664,40.89556,-73.92024,Jan 17 23:46:21 +0000 2013
19,1435,40.67844,-73.91462,Jan 17 02:05:57 +0000 2013
20,2494,40.79146,-74.03638,Jan 17 00:57:16 +0000 2013
