poi_id,eff_time,lat,lon,times
1,2332,40.74739935731128,-73.98363710906709,Jan 17 18:23:10 +0000 2013
2,2503,40.73811603432786,-73.98796436207951,Jan 17 00:25:03 +0000 2013
3,891,40.78265380859375,-73.9109878540039,Jan 17 18:21:55 +0000 2013
4,1886,40.94709963333333,-74.072561,Jan 17 11:58:19 +0000 2013
5,2374,40.87053932297712,-74.0979549522799,Jan 17 03:22:15 +0000 2013
6,1081,40.72935086277476,-73.99878780634677,Jan 17 01:00:09 +0000 2013
7,2693,40.72301578,-73.983394,Jan 17 00:57:10 +0000 2013
8,1148,40.67676505162162,-73.91614437103271,Jan 17 16:01:05 +0000 2013
9,1512,40.72308950066463,-74.00607004487341,Jan 17 14:10:53 +0000 2013
10,1318,40.730510915801375,-74.064781665802,Jan 17 18:58:34 +0000 2013
11,1729,40.747633267852414,-73.98638039218521,Jan 17 22:38:08 +0000 2013
12,1296,40.73690899164595,-74.03093315419896,Jan 17 00:39:02 +0000 2013
13,1117,40.70981879463599,-74.00916304736238,Jan 17 04:13:45 +0000 2013
14,653,40.75408824749459,-73.99202179054564,Jan 17 15:14:02 +0000 2013
15,2003,40.76620905075257,-73.92425537109375,Jan 17 05:59:05 +0000 2013
16,2643,40.66444448080071,-73.84143251739762,Jan 17 13:51:35 +0000 2013
17,875,40.88023233597717,-73.87842751232242,Jan 17 13:36:27 +0000 2013
18,1664,40.911433,-73.907013,Jan 17 23:46:21 +0000 2013
19,1435,40.660187498578246,-73.90658830179062,Jan 17 02:05:57 +0000 2013
20,2494,40.76950686568525,-73.99265306590263,Jan 17 00:57:16 +0000 2013
