poi_id,eff_time,lat,lon,times
1,2332,40.74364,-74.00068,Jan 17 18:23:10 +0000 2013
2,2503,40.73232,-73.98588,Jan 17 00:25:03 +0000 2013
3,891,40.77941,-73.91016,Jan 17 18:21:55 +0000 2013
4,1886,40.94948,-74.0754,Jan 17 11:58:19 +0000 2013
5,2374,40.86755,-74.09008,Jan 17 03:22:15 +0000 2013
6,1081,40.73049,-73.99372,Jan 17 01:00:09 +0000 2013
7,2693,40.71849,-73.97551,Jan 17 00:57:10 +0000 2013
8,1148,40.67483,-73.91435,Jan 17 16:01:05 +0000 2013
9,1512,40.72248,-73.99796,Jan 17 14:10:53 +0000 2013
10,1318,40.73182,-74.05736,Jan 17 18:58:34 +0000 2013
11,1729,40.74949,-73.99414,Jan 17 22:38:08 +0000 2013
12,1296,40.73597,-74.04544,Jan 17 00:39:02 +0000 2013
13,1117,40.70754,-74.00959,Jan 17 04:13:45 +0000 2013
14,653,40.76263,-73.98813,Jan 17 15:14:02 +0000 2013
15,2003,40.76733,-73.92249,Jan 17 05:59:05 +0000 2013
16,2643,40.6614,-73.84666,Jan 17 13:51:35 +0000 2013
17,875,40.88403,-73.87718,Jan 17 13:36:27 +0000 2013
18,1664,40.91104,-73.90731,Jan 17 23:46:21 +0000 2013
19,1435,40.66453,-73.90661,Jan 17 02:05:57 +0000 2013
20,2494,40.7687,-73.98999,Jan 17 00:57:16 +0000 2013
