poi_id,eff_time,lat,lon,times
1,2332,40.73926,-73.99763,Jan 17 18:23:10 +0000 2013
2,2503,40.7556,-73.98385,Jan 17 00:25:03 +0000 2013
3,891,40.77509,-73.89009,Jan 17 18:21:55 +0000 2013
4,1886,40.94487,-74.06626,Jan 17 11:58:19 +0000 2013
5,2374,40.88225,-74.08844,Jan 17 03:22:15 +0000 2013
6,1081,40.72316,-74.00204,Jan 17 01:00:09 +0000 2013
7,2693,40.73112,-73.96709,Jan 17 00:57:10 +0000 2013
8,1148,40.7134,-73.91728,Jan 17 16:01:05 +0000 2013
9,1512,40.71958,-74.00404,Jan 17 14:10:53 +0000 2013
10,1318,40.71752,-74.05628,Jan 17 18:58:34 +0000 2013
11,1729,40.72834,-73.97292,Jan 17 22:38:08 +0000 2013
12,1296,40.74415,-74.03208,Jan 17 00:39:02 +0000 2013
13,1117,40.71291,-74.0132,Jan 17 04:13:45 +0000 2013
14,653,40.75199,-74.01669,Jan 17 15:14:02 +0000 2013
15,2003,40.76065,-73.92483,Jan 17 05:59:05 +0000 2013
16,2643,40.65346,-73.82495,Jan 17 13:51:35 +0000 2013
17,875,40.86928,-73.87114,Jan 17 13:36:27 +0000 2013
18,1664,40.89942,-73.89848,Jan 17 23:46:21 +0000 2013
19,1435,40.66184,-73.90754,Jan 17 02:05:57 +0000 2013
20,2494,40.79081,-73.99171,Jan 17 00:57:16 +0000 2013
