poi_id,eff_time,lat,lon,times
1,2332,40.75237,-74.05006,Jan 17 18:23:10 +0000 2013
2,2503,40.71514,-73.99278,Jan 17 00:25:03 +0000 2013
3,891,40.79091,-73.90607,Jan 17 18:21:55 +0000 2013
4,1886,40.96271,-74.10773,Jan 17 11:58:19 +0000 2013
5,2374,40.83406,-74.11964,Jan 17 03:22:15 +0000 2013
6,1081,40.73557,-73.98356,Jan 17 01:00:09 +0000 2013
7,2693,40.71984,-74.01362,Jan 17 00:57:10 +0000 2013
8,1148,40.66272,-73.90798,Jan 17 16:01:05 +0000 2013
9,1512,40.71967,-74.00859,Jan 17 14:10:53 +0000 2013
10,1318,40.6843,-74.05066,Jan 17 18:58:34 +0000 2013
11,1729,40.70523,-74.0024,Jan 17 22:38:08 +0000 2013
12,1296,40.75679,-74.03909,Jan 17 00:39:02 +0000 2013
13,1117,40.70094,-74.03023,Jan 17 04:13:45 +0000 2013
14,653,40.77056,-73.99818,Jan 17 15:14:02 +0000 2013
15,2003,40.77272,-73.92291,Jan 17 05:59:05 +0000 2013
16,2643,40.69493,-73.80985,Jan 17 13:51:35 +0000 2013
17,875,40.8994,-73.85692,Jan 17 13:36:27 +0000 2013
18,1664,40.89553,-73.90259,Jan 17 23:46:21 +0000 2013
19,1435,40.61075,-73.89021,Jan 17 02:05:57 +0000 2013
20,2494,40.76988,-73.98496,Jan 17 00:57:16 +0000 2013
