poi_id,eff_time,lat,lon,times
1,2332,40.73313,-74.0083,Jan 17 18:23:10 +0000 2013
2,2503,40.88975,-74.17586,Jan 17 00:25:03 +0000 2013
3,891,40.785,-73.84613,Jan 17 18:21:55 +0000 2013
4,1886,40.93467,-74.19719,Jan 17 11:58:19 +0000 2013
5,2374,40.77976,-74.15387,Jan 17 03:22:15 +0000 2013
6,1081,40.65797,-73.82925,Jan 17 01:00:09 +0000 2013
7,2693,40.71562,-74.0848,Jan 17 00:57:10 +0000 2013
8,1148,40.64339,-73.8887,Jan 17 16:01:05 +0000 2013
9,1512,40.65233,-74.04378,Jan 17 14:10:53 +0000 2013
10,1318,40.74441,-74.07734,Jan 17 18:58:34 +0000 2013
11,1729,40.6525,-74.04376,Jan 17 22:38:08 +0000 2013
12,1296,40.72139,-74.03945,Jan 17 00:39:02 +0000 2013
13,1117,40.67603,-73.97051,Jan 17 04:13:45 +0000 2013
14,653,40.73401,-73.971,Jan 17 15:14:02 +0000 2013
15,2003,40.78665,-73.78692,Jan 17 05:59:05 +0000 2013
16,2643,40.65324,-73.80916,Jan 17 13:51:35 +0000 2013
17,875,40.85503,-73.99729,Jan 17 13:36:27 +0000 2013
18,1664,40.89788,-74.03369,Jan 17 23:46:21 +0000 2013
19,1435,40.65825,-73.9967,Jan 17 02:05:57 +0000 2013
20,2494,40.88229,-74.07766,Jan 17 00:57:16 +0000 2013
