poi_id,eff_time,lat,lon,times
1,2332,40.7767,-73.97695,Jan 17 18:23:10 +0000 2013
2,2503,40.73417,-73.98199,Jan 17 00:25:03 +0000 2013
3,891,40.79413,-73.90386,Jan 17 18:21:55 +0000 2013
4,1886,40.94134,-74.07834,Jan 17 11:58:19 +0000 2013
5,2374,40.86798,-74.08058,Jan 17 03:22:15 +0000 2013
6,1081,40.69468,-74.00338,Jan 17 01:00:09 +0000 2013
7,2693,40.73346,-73.993,Jan 17 00:57:10 +0000 2013
8,1148,40.68461,-73.91425,Jan 17 16:01:05 +0000 2013
9,1512,40.73123,-74.07954,Jan 17 14:10:53 +0000 2013
10,1318,40.74299,-74.074,Jan 17 18:58:34 +0000 2013
11,1729,40.73233,-73.99527,Jan 17 22:38:08 +0000 2013
12,1296,40.71906,-74.03335,Jan 17 00:39:02 +0000 2013
13,1117,40.75249,-74.05728,Jan 17 04:13:45 +0000 2013
14,653,40.75583,-74.00404,Jan 17 15:14:02 +0000 2013
15,2003,40.73468,-73.93089,Jan 17 05:59:05 +0000 2013
16,2643,40.65611,-73.87448,Jan 17 13:51:35 +0000 2013
17,875,40.87137,-73.8672,Jan 17 13:36:27 +0000 2013
18,1664,40.91884,-73.90336,Jan 17 23:46:21 +0000 2013
19,1435,40.66272,-73.8955,Jan 17 02:05:57 +0000 2013
20,2494,40.76251,-74.0242,Jan 17 00:57:16 +0000 2013
