poi_id,eff_time,lat,lon,times
1,2332,40.6914,-73.95461,Jan 17 18:23:10 +0000 2013
2,2503,40.78185,-73.97969,Jan 17 00:25:03 +0000 2013
3,891,40.8307,-73.90025,Jan 17 18:21:55 +0000 2013
4,1886,40.96483,-74.11183,Jan 17 11:58:19 +0000 2013
5,2374,40.88633,-74.08701,Jan 17 03:22:15 +0000 2013
6,1081,40.74333,-73.98195,Jan 17 01:00:09 +0000 2013
7,2693,40.71322,-74.01202,Jan 17 00:57:10 +0000 2013
8,1148,40.67287,-73.93149,Jan 17 16:01:05 +0000 2013
9,1512,40.71414,-74.04589,Jan 17 14:10:53 +0000 2013
10,1318,40.74227,-74.08008,Jan 17 18:58:34 +0000 2013
11,1729,40.7249,-74.00135,Jan 17 22:38:08 +0000 2013
12,1296,40.74417,-74.07851,Jan 17 00:39:02 +0000 2013
13,1117,40.69876,-74.01488,Jan 17 04:13:45 +0000 2013
14,653,40.73094,-74.00562,Jan 17 15:14:02 +0000 2013
15,2003,40.77171,-73.95126,Jan 17 05:59:05 +0000 2013
16,2643,40.64667,-73.87358,Jan 17 13:51:35 +0000 2013
17,875,40.88198,-73.87199,Jan 17 13:36:27 +0000 2013
18,1664,40.93742,-73.90476,Jan 17 23:46:21 +0000 2013
19,1435,40.6662,-73.8734,Jan 17 02:05:57 +0000 2013
20,2494,40.8064,-73.97905,Jan 17 00:57:16 +0000 2013
