poi_id,eff_time,lat,lon,times
1,2602.0,58.3818001,-134.5787908667,788229.0
2,2413.0,33.8041844816,-118.066431284,14596.0
3,1113.0,43.6353918443,-79.4021630287,87862.0
4,1660.0,32.7822505853,-96.7669457109,75950.0
5,1275.0,30.26619975,-97.74509175,26333.0
6,2057.0,42.3689208108,-122.8736150265,63133.0
7,2290.0,48.7737836574,-122.4726140499,1110996.0
8,1177.0,30.4969633667,-87.1923594333,452221.0
9,2206.0,32.8381341667,-96.7756115333,24079.0
10,2087.0,29.5886656571,-98.4578204155,726154.0
11,2471.0,34.0484192192,-118.2529306412,78495.0
12,1285.0,36.2724523833,-115.26666575,390525.0
13,1473.0,-6.91551101,107.61299031,1056854.0
14,2123.0,37.6433607833,-121.0055290167,1111062.0
15,2232.0,-42.8813688,147.3267494,547757.0
16,1188.0,35.7843944735,-78.6475127935,43414.0
17,1310.0,35.4355111,-97.3939708,85105.0
18,1316.0,37.5525732498,-77.4728920797,812373.0
19,2405.0,35.648491209,139.7132793187,1111101.0
20,2215.0,36.0592307,-95.7255084167,1111059.0
