poi_id,eff_time,lat,lon,times
1,2642,40.8691,-73.87202,Jan 17 23:27:22 +0000 2013
2,2273,40.75154,-73.99009,Jan 17 17:00:15 +0000 2013
3,1049,40.68229,-73.96374,Jan 17 23:47:02 +0000 2013
4,797,40.80928,-73.945,Jan 17 04:29:40 +0000 2013
5,1337,40.7658,-73.90944,Jan 17 13:41:45 +0000 2013
6,1032,40.74178,-73.99289,Jan 17 14:59:01 +0000 2013
7,959,40.69047,-73.82526,Jan 17 15:21:02 +0000 2013
8,794,40.7981,-73.982,Jan 17 15:48:26 +0000 2013
9,934,40.69959,-74.09202,Jan 17 12:53:20 +0000 2013
10,2164,40.75317,-74.00507,Jan 17 01:59:10 +0000 2013
11,1726,40.73892,-73.9791,Jan 17 13:51:47 +0000 2013
12,2422,40.74304,-73.98927,Jan 17 02:12:07 +0000 2013
13,1628,40.57402,-74.08885,Jan 17 14:33:18 +0000 2013
14,2655,40.97357,-74.06448,Jan 17 21:57:22 +0000 2013
15,1057,40.90243,-73.89516,Jan 17 22:27:50 +0000 2013
16,702,40.71202,-74.00201,Jan 17 15:11:57 +0000 2013
17,1612,40.83742,-73.95245,Jan 17 23:35:15 +0000 2013
18,611,40.67555,-73.93993,Jan 17 23:45:22 +0000 2013
19,1078,40.80042,-73.66613,Jan 17 01:30:21 +0000 2013
20,1291,40.60321,-73.79172,Jan 17 00:44:45 +0000 2013
21,2152,40.77566,-73.92536,Jan 17 20:12:39 +0000 2013
22,1515,40.75867,-73.95802,Jan 17 20:24:59 +0000 2013
23,1176,40.91742,-73.88963,Jan 17 13:35:56 +0000 2013
24,609,40.80347,-73.96341,Jan 17 17:40:40 +0000 2013
25,1324,40.75128,-73.9658,Jan 17 16:38:56 +0000 2013
26,2469,40.70823,-74.02398,Jan 17 13:17:43 +0000 2013
27,1112,40.75953,-73.97797,Jan 17 22:48:45 +0000 2013
28,1199,40.79738,-73.96274,Jan 17 20:39:41 +0000 2013
29,1797,40.74568,-73.98852,Jan 17 21:01:24 +0000 2013
30,1884,40.77453,-74.00236,Jan 17 23:46:32 +0000 2013
