poi_id,eff_time,lat,lon,times
1,2642,40.87745,-73.85157,Jan 17 23:27:22 +0000 2013
2,2273,40.76006,-73.90099,Jan 17 17:00:15 +0000 2013
3,1049,40.6549,-73.96723,Jan 17 23:47:02 +0000 2013
4,797,40.85511,-73.79584,Jan 17 04:29:40 +0000 2013
5,1337,40.76793,-73.97381,Jan 17 13:41:45 +0000 2013
6,1032,40.61422,-73.91355,Jan 17 14:59:01 +0000 2013
7,959,40.64742,-73.8952,Jan 17 15:21:02 +0000 2013
8,794,40.70126,-74.02385,Jan 17 15:48:26 +0000 2013
9,934,40.71741,-74.08951,Jan 17 12:53:20 +0000 2013
10,2164,40.78972,-73.96136,Jan 17 01:59:10 +0000 2013
11,1726,40.75047,-73.9353,Jan 17 13:51:47 +0000 2013
12,2422,40.73611,-73.97398,Jan 17 02:12:07 +0000 2013
13,1628,40.54267,-74.03619,Jan 17 14:33:18 +0000 2013
14,2655,40.99337,-74.05786,Jan 17 21:57:22 +0000 2013
15,1057,40.82573,-73.7719,Jan 17 22:27:50 +0000 2013
16,702,40.74992,-73.92711,Jan 17 15:11:57 +0000 2013
17,1612,40.81462,-73.92596,Jan 17 23:35:15 +0000 2013
18,611,40.65971,-73.92273,Jan 17 23:45:22 +0000 2013
19,1078,40.76461,-73.85087,Jan 17 01:30:21 +0000 2013
20,1291,40.65109,-73.78754,Jan 17 00:44:45 +0000 2013
21,2152,40.72332,-74.00196,Jan 17 20:12:39 +0000 2013
22,1515,40.76845,-74.00785,Jan 17 20:24:59 +0000 2013
23,1176,40.90035,-73.8329,Jan 17 13:35:56 +0000 2013
24,609,40.80885,-73.96015,Jan 17 17:40:40 +0000 2013
25,1324,40.78661,-73.98266,Jan 17 16:38:56 +0000 2013
26,2469,40.70585,-73.87423,Jan 17 13:17:43 +0000 2013
27,1112,40.85256,-74.07345,Jan 17 22:48:45 +0000 2013
28,1199,40.75839,-73.94255,Jan 17 20:39:41 +0000 2013
29,1797,40.8693,-73.87038,Jan 17 21:01:24 +0000 2013
30,1884,40.79677,-73.9416,Jan 17 23:46:32 +0000 2013
