poi_id,eff_time,lat,lon,times
1,2642,40.88671244641477,-73.87850790366784,Jan 17 23:27:22 +0000 2013
2,2273,40.77887659371932,-73.95391187494351,Jan 17 17:00:15 +0000 2013
3,1049,40.6798406666926,-73.97478818893433,Jan 17 23:47:02 +0000 2013
4,797,40.82403326385027,-73.9442913743457,Jan 17 04:29:40 +0000 2013
5,1337,40.75323438845713,-73.98773480203505,Jan 17 13:41:45 +0000 2013
6,1032,40.756489872673846,-73.98013114929199,Jan 17 14:59:01 +0000 2013
7,959,40.68047529976021,-73.84372472763062,Jan 17 15:21:02 +0000 2013
8,794,40.75784651170492,-73.98538753482812,Jan 17 15:48:26 +0000 2013
9,934,40.73214909991336,-74.06057757967149,Jan 17 12:53:20 +0000 2013
10,2164,40.736004,-73.98734092712402,Jan 17 01:59:10 +0000 2013
11,1726,40.74571097158967,-73.88848765862481,Jan 17 13:51:47 +0000 2013
12,2422,40.73194585159475,-74.00139888511124,Jan 17 02:12:07 +0000 2013
13,1628,40.58400344848633,-74.08587646484375,Jan 17 14:33:18 +0000 2013
14,2655,40.96517162512245,-74.06274608234698,Jan 17 21:57:22 +0000 2013
15,1057,40.89975994374995,-73.85712264479922,Jan 17 22:27:50 +0000 2013
16,702,40.72270549271865,-73.99819850921631,Jan 17 15:11:57 +0000 2013
17,1612,40.80624959809077,-73.94183451110096,Jan 17 23:35:15 +0000 2013
18,611,40.67625243531423,-73.98015260696411,Jan 17 23:45:22 +0000 2013
19,1078,40.79985938633145,-73.70091855704604,Jan 17 01:30:21 +0000 2013
20,1291,40.645089355976346,-73.7845230102539,Jan 17 00:44:45 +0000 2013
21,2152,40.75297891717686,-73.95996093749999,Jan 17 20:12:39 +0000 2013
22,1515,40.76211797819745,-73.971416011912,Jan 17 20:24:59 +0000 2013
23,1176,40.88057663971272,-73.87781309166441,Jan 17 13:35:56 +0000 2013
24,609,40.800893,-73.946998,Jan 17 17:40:40 +0000 2013
25,1324,40.74995544581752,-73.98755550384521,Jan 17 16:38:56 +0000 2013
26,2469,40.70679141937431,-74.00988607969092,Jan 17 13:17:43 +0000 2013
27,1112,40.7636256577709,-73.97969428836332,Jan 17 22:48:45 +0000 2013
28,1199,40.80491283283448,-73.93867728125355,Jan 17 20:39:41 +0000 2013
29,1797,40.749904268822085,-73.98762002190988,Jan 17 21:01:24 +0000 2013
30,1884,40.77806784909125,-73.9494862745164,Jan 17 23:46:32 +0000 2013
