poi_id,eff_time,lat,lon,times
1,2642,40.88915,-73.90656,Jan 17 23:27:22 +0000 2013
2,2273,40.79793,-73.95634,Jan 17 17:00:15 +0000 2013
3,1049,40.71431,-74.03055,Jan 17 23:47:02 +0000 2013
4,797,40.8235,-73.92588,Jan 17 04:29:40 +0000 2013
5,1337,40.75334,-74.00314,Jan 17 13:41:45 +0000 2013
6,1032,40.74834,-74.0004,Jan 17 14:59:01 +0000 2013
7,959,40.73343,-73.78964,Jan 17 15:21:02 +0000 2013
8,794,40.71571,-74.00105,Jan 17 15:48:26 +0000 2013
9,934,40.75002,-73.99209,Jan 17 12:53:20 +0000 2013
10,2164,40.74634,-74.02333,Jan 17 01:59:10 +0000 2013
11,1726,40.74371,-73.86082,Jan 17 13:51:47 +0000 2013
12,2422,40.7304,-74.01358,Jan 17 02:12:07 +0000 2013
13,1628,40.57689,-74.08339,Jan 17 14:33:18 +0000 2013
14,2655,40.97542,-74.07397,Jan 17 21:57:22 +0000 2013
15,1057,40.89743,-73.85822,Jan 17 22:27:50 +0000 2013
16,702,40.73078,-74.00932,Jan 17 15:11:57 +0000 2013
17,1612,40.82673,-73.9516,Jan 17 23:35:15 +0000 2013
18,611,40.69543,-73.97404,Jan 17 23:45:22 +0000 2013
19,1078,40.80044,-73.68063,Jan 17 01:30:21 +0000 2013
20,1291,40.64894,-73.7767,Jan 17 00:44:45 +0000 2013
21,2152,40.73981,-73.93964,Jan 17 20:12:39 +0000 2013
22,1515,40.76544,-73.96341,Jan 17 20:24:59 +0000 2013
23,1176,40.86479,-73.89236,Jan 17 13:35:56 +0000 2013
24,609,40.79543,-73.93233,Jan 17 17:40:40 +0000 2013
25,1324,40.76045,-73.99556,Jan 17 16:38:56 +0000 2013
26,2469,40.69735,-73.99289,Jan 17 13:17:43 +0000 2013
27,1112,40.75615,-73.99954,Jan 17 22:48:45 +0000 2013
28,1199,40.80379,-73.94347,Jan 17 20:39:41 +0000 2013
29,1797,40.70093,-74.01094,Jan 17 21:01:24 +0000 2013
30,1884,40.76645,-73.97055,Jan 17 23:46:32 +0000 2013
