poi_id,eff_time,lat,lon,times
1,2642,40.91364,-73.88026,Jan 17 23:27:22 +0000 2013
2,2273,40.78969,-73.93208,Jan 17 17:00:15 +0000 2013
3,1049,40.75582,-74.02393,Jan 17 23:47:02 +0000 2013
4,797,40.81369,-73.97811,Jan 17 04:29:40 +0000 2013
5,1337,40.76011,-73.96537,Jan 17 13:41:45 +0000 2013
6,1032,40.72894,-73.98007,Jan 17 14:59:01 +0000 2013
7,959,40.71976,-73.90977,Jan 17 15:21:02 +0000 2013
8,794,40.747,-73.97848,Jan 17 15:48:26 +0000 2013
9,934,40.70706,-74.08336,Jan 17 12:53:20 +0000 2013
10,2164,40.7468,-73.98549,Jan 17 01:59:10 +0000 2013
11,1726,40.73555,-73.88849,Jan 17 13:51:47 +0000 2013
12,2422,40.60974,-73.92762,Jan 17 02:12:07 +0000 2013
13,1628,40.5864,-74.09147,Jan 17 14:33:18 +0000 2013
14,2655,40.93296,-74.05707,Jan 17 21:57:22 +0000 2013
15,1057,40.82367,-73.88626,Jan 17 22:27:50 +0000 2013
16,702,40.69732,-74.05912,Jan 17 15:11:57 +0000 2013
17,1612,40.82524,-73.95496,Jan 17 23:35:15 +0000 2013
18,611,40.68429,-73.99648,Jan 17 23:45:22 +0000 2013
19,1078,40.81643,-73.68484,Jan 17 01:30:21 +0000 2013
20,1291,40.64965,-73.75877,Jan 17 00:44:45 +0000 2013
21,2152,40.75416,-73.97105,Jan 17 20:12:39 +0000 2013
22,1515,40.75361,-74.00688,Jan 17 20:24:59 +0000 2013
23,1176,40.88204,-73.87906,Jan 17 13:35:56 +0000 2013
24,609,40.78202,-73.87754,Jan 17 17:40:40 +0000 2013
25,1324,40.78279,-73.96132,Jan 17 16:38:56 +0000 2013
26,2469,40.70201,-73.99508,Jan 17 13:17:43 +0000 2013
27,1112,40.76775,-73.88999,Jan 17 22:48:45 +0000 2013
28,1199,40.7786,-73.91911,Jan 17 20:39:41 +0000 2013
29,1797,40.75329,-73.9907,Jan 17 21:01:24 +0000 2013
30,1884,40.77959,-73.97719,Jan 17 23:46:32 +0000 2013
