poi_id,eff_time,lat,lon,times
1,2642,40.89854,-73.84333,Jan 17 23:27:22 +0000 2013
2,2273,40.76249,-73.96765,Jan 17 17:00:15 +0000 2013
3,1049,40.65237,-73.99375,Jan 17 23:47:02 +0000 2013
4,797,40.82471,-73.92882,Jan 17 04:29:40 +0000 2013
5,1337,40.76846,-73.95428,Jan 17 13:41:45 +0000 2013
6,1032,40.7381,-73.94507,Jan 17 14:59:01 +0000 2013
7,959,40.6897,-73.83956,Jan 17 15:21:02 +0000 2013
8,794,40.7879,-73.98998,Jan 17 15:48:26 +0000 2013
9,934,40.73308,-74.05816,Jan 17 12:53:20 +0000 2013
10,2164,40.74784,-73.98902,Jan 17 01:59:10 +0000 2013
11,1726,40.74131,-73.90073,Jan 17 13:51:47 +0000 2013
12,2422,40.73314,-73.98947,Jan 17 02:12:07 +0000 2013
13,1628,40.57623,-74.07532,Jan 17 14:33:18 +0000 2013
14,2655,40.96477,-74.06848,Jan 17 21:57:22 +0000 2013
15,1057,40.89591,-73.87487,Jan 17 22:27:50 +0000 2013
16,702,40.69082,-73.99849,Jan 17 15:11:57 +0000 2013
17,1612,40.82003,-73.93555,Jan 17 23:35:15 +0000 2013
18,611,40.67566,-73.96358,Jan 17 23:45:22 +0000 2013
19,1078,40.79981,-73.70439,Jan 17 01:30:21 +0000 2013
20,1291,40.65608,-73.77676,Jan 17 00:44:45 +0000 2013
21,2152,40.7494,-73.93948,Jan 17 20:12:39 +0000 2013
22,1515,40.75231,-73.99664,Jan 17 20:24:59 +0000 2013
23,1176,40.88308,-73.89255,Jan 17 13:35:56 +0000 2013
24,609,40.80384,-73.95011,Jan 17 17:40:40 +0000 2013
25,1324,40.76199,-74.00014,Jan 17 16:38:56 +0000 2013
26,2469,40.68665,-74.03217,Jan 17 13:17:43 +0000 2013
27,1112,40.76257,-73.9806,Jan 17 22:48:45 +0000 2013
28,1199,40.79658,-73.96512,Jan 17 20:39:41 +0000 2013
29,1797,40.74502,-74.00457,Jan 17 21:01:24 +0000 2013
30,1884,40.74871,-74.00888,Jan 17 23:46:32 +0000 2013
