poi_id,eff_time,lat,lon,times
1,2642,40.88385,-73.87857,Jan 17 23:27:22 +0000 2013
2,2273,40.7802,-73.94979,Jan 17 17:00:15 +0000 2013
3,1049,40.6925,-73.96586,Jan 17 23:47:02 +0000 2013
4,797,40.82058,-73.94456,Jan 17 04:29:40 +0000 2013
5,1337,40.75725,-73.97887,Jan 17 13:41:45 +0000 2013
6,1032,40.74734,-73.96979,Jan 17 14:59:01 +0000 2013
7,959,40.68602,-73.84487,Jan 17 15:21:02 +0000 2013
8,794,40.75207,-73.99155,Jan 17 15:48:26 +0000 2013
9,934,40.72357,-74.05279,Jan 17 12:53:20 +0000 2013
10,2164,40.74022,-73.9762,Jan 17 01:59:10 +0000 2013
11,1726,40.73812,-73.89323,Jan 17 13:51:47 +0000 2013
12,2422,40.73897,-73.99632,Jan 17 02:12:07 +0000 2013
13,1628,40.58613,-74.09446,Jan 17 14:33:18 +0000 2013
14,2655,40.95711,-74.05713,Jan 17 21:57:22 +0000 2013
15,1057,40.89857,-73.85373,Jan 17 22:27:50 +0000 2013
16,702,40.7121,-73.99604,Jan 17 15:11:57 +0000 2013
17,1612,40.8011,-73.94684,Jan 17 23:35:15 +0000 2013
18,611,40.68957,-73.97781,Jan 17 23:45:22 +0000 2013
19,1078,40.80077,-73.68447,Jan 17 01:30:21 +0000 2013
20,1291,40.64465,-73.79036,Jan 17 00:44:45 +0000 2013
21,2152,40.75183,-73.97215,Jan 17 20:12:39 +0000 2013
22,1515,40.76663,-73.97266,Jan 17 20:24:59 +0000 2013
23,1176,40.88145,-73.87012,Jan 17 13:35:56 +0000 2013
24,609,40.79717,-73.94673,Jan 17 17:40:40 +0000 2013
25,1324,40.75084,-73.9864,Jan 17 16:38:56 +0000 2013
26,2469,40.68705,-74.01763,Jan 17 13:17:43 +0000 2013
27,1112,40.76177,-73.97274,Jan 17 22:48:45 +0000 2013
28,1199,40.80486,-73.93403,Jan 17 20:39:41 +0000 2013
29,1797,40.74924,-73.9892,Jan 17 21:01:24 +0000 2013
30,1884,40.78237,-73.95955,Jan 17 23:46:32 +0000 2013
