poi_id,eff_time,lat,lon,times
1,2642,40.89134,-73.88136,Jan 17 23:27:22 +0000 2013
2,2273,40.78679,-73.94557,Jan 17 17:00:15 +0000 2013
3,1049,40.68721,-73.9606,Jan 17 23:47:02 +0000 2013
4,797,40.83087,-73.95547,Jan 17 04:29:40 +0000 2013
5,1337,40.76522,-73.94974,Jan 17 13:41:45 +0000 2013
6,1032,40.7652,-73.97726,Jan 17 14:59:01 +0000 2013
7,959,40.6831,-73.83953,Jan 17 15:21:02 +0000 2013
8,794,40.75403,-73.98872,Jan 17 15:48:26 +0000 2013
9,934,40.72536,-74.0673,Jan 17 12:53:20 +0000 2013
10,2164,40.73063,-73.98942,Jan 17 01:59:10 +0000 2013
11,1726,40.72638,-73.85686,Jan 17 13:51:47 +0000 2013
12,2422,40.73458,-74.01712,Jan 17 02:12:07 +0000 2013
13,1628,40.58582,-74.08973,Jan 17 14:33:18 +0000 2013
14,2655,40.93508,-74.03983,Jan 17 21:57:22 +0000 2013
15,1057,40.88374,-73.85436,Jan 17 22:27:50 +0000 2013
16,702,40.73205,-73.99921,Jan 17 15:11:57 +0000 2013
17,1612,40.79858,-73.9313,Jan 17 23:35:15 +0000 2013
18,611,40.67105,-73.99812,Jan 17 23:45:22 +0000 2013
19,1078,40.80283,-73.69938,Jan 17 01:30:21 +0000 2013
20,1291,40.64074,-73.78386,Jan 17 00:44:45 +0000 2013
21,2152,40.75452,-73.97524,Jan 17 20:12:39 +0000 2013
22,1515,40.76585,-73.9564,Jan 17 20:24:59 +0000 2013
23,1176,40.87745,-73.87933,Jan 17 13:35:56 +0000 2013
24,609,40.80625,-73.95633,Jan 17 17:40:40 +0000 2013
25,1324,40.74704,-73.98104,Jan 17 16:38:56 +0000 2013
26,2469,40.69896,-74.00592,Jan 17 13:17:43 +0000 2013
27,1112,40.76474,-74.00321,Jan 17 22:48:45 +0000 2013
28,1199,40.80194,-73.93924,Jan 17 20:39:41 +0000 2013
29,1797,40.73251,-73.96972,Jan 17 21:01:24 +0000 2013
30,1884,40.77184,-73.94938,Jan 17 23:46:32 +0000 2013
