poi_id,eff_time,lat,lon,times
1,2642,40.91757,-73.90945,Jan 17 23:27:22 +0000 2013
2,2273,40.81567,-74.03967,Jan 17 17:00:15 +0000 2013
3,1049,40.69643,-74.12378,Jan 17 23:47:02 +0000 2013
4,797,40.78841,-73.96417,Jan 17 04:29:40 +0000 2013
5,1337,40.75645,-74.04737,Jan 17 13:41:45 +0000 2013
6,1032,40.80803,-73.75587,Jan 17 14:59:01 +0000 2013
7,959,40.66481,-73.82475,Jan 17 15:21:02 +0000 2013
8,794,40.78663,-74.37811,Jan 17 15:48:26 +0000 2013
9,934,40.8783,-74.07259,Jan 17 12:53:20 +0000 2013
10,2164,40.70143,-73.95324,Jan 17 01:59:10 +0000 2013
11,1726,40.84853,-73.78711,Jan 17 13:51:47 +0000 2013
12,2422,40.68642,-73.90931,Jan 17 02:12:07 +0000 2013
13,1628,40.7065,-74.06739,Jan 17 14:33:18 +0000 2013
14,2655,40.91071,-74.06978,Jan 17 21:57:22 +0000 2013
15,1057,40.98048,-73.8435,Jan 17 22:27:50 +0000 2013
16,702,40.74709,-74.0263,Jan 17 15:11:57 +0000 2013
17,1612,40.81088,-73.84473,Jan 17 23:35:15 +0000 2013
18,611,40.67631,-73.98796,Jan 17 23:45:22 +0000 2013
19,1078,40.81687,-73.59953,Jan 17 01:30:21 +0000 2013
20,1291,40.59102,-73.67894,Jan 17 00:44:45 +0000 2013
21,2152,40.75753,-73.84764,Jan 17 20:12:39 +0000 2013
22,1515,40.69501,-73.90475,Jan 17 20:24:59 +0000 2013
23,1176,40.80452,-73.9031,Jan 17 13:35:56 +0000 2013
24,609,40.77551,-73.95459,Jan 17 17:40:40 +0000 2013
25,1324,40.88158,-74.15025,Jan 17 16:38:56 +0000 2013
26,2469,40.76235,-74.16604,Jan 17 13:17:43 +0000 2013
27,1112,40.69167,-74.04513,Jan 17 22:48:45 +0000 2013
28,1199,40.69751,-74.17947,Jan 17 20:39:41 +0000 2013
29,1797,40.75887,-74.03704,Jan 17 21:01:24 +0000 2013
30,1884,40.73977,-73.75164,Jan 17 23:46:32 +0000 2013
