poi_id,eff_time,lat,lon,times
1.0,1444.0,-23.22235,-45.83447,1076342.0
2.0,1130.0,51.5004,7.26984,204820.0
3.0,876.0,52.63,-1.13682,1106842.0
4.0,1341.0,59.99599,10.77355,903091.0
5.0,818.0,53.43667,-2.2109,48905.0
6.0,1735.0,50.80538,-0.15018,59104.0
7.0,1059.0,58.79621,16.92679,90963.0
8.0,1998.0,31.2385,121.48236,670397.0
9.0,776.0,52.52669,13.34375,55096.0
10.0,2182.0,37.97455,-87.56123,914390.0
11.0,655.0,57.72709,12.10917,1003490.0
12.0,1667.0,58.11355,13.54742,124361.0
13.0,757.0,59.61203,16.45043,1111729.0
14.0,2553.0,-33.83423,151.21788,1009422.0
15.0,1209.0,55.37426,14.06436,429091.0
16.0,1194.0,55.62665,13.00319,103172.0
17.0,779.0,-38.28626,144.54925,1111734.0
18.0,2419.0,54.3642,-2.86728,509462.0
19.0,981.0,60.05903,5.06925,778687.0
20.0,2156.0,52.40487,10.72039,575882.0
21.0,1902.0,42.38963,-71.15962,791828.0
22.0,1901.0,40.21076,-8.39925,1103532.0
23.0,2442.0,39.17766,-76.69846,24767.0
24.0,1727.0,39.5579,2.62375,1111808.0
25.0,1765.0,52.07134,4.22617,1111792.0
26.0,2156.0,1.28938,103.86951,638286.0
27.0,1751.0,59.23008,18.20263,995074.0
28.0,885.0,53.37285,8.11335,503452.0
29.0,1376.0,55.65512,13.19077,690363.0
30.0,601.0,26.40096,-80.13211,528594.0
31.0,1282.0,55.69609,13.26142,70981.0
32.0,735.0,59.13418,11.40307,883385.0
33.0,2183.0,59.30066,18.03974,284684.0
34.0,2213.0,60.12861,24.79347,288675.0
35.0,1864.0,51.45079,0.16818,1057635.0
36.0,2546.0,59.21069,18.11603,1035419.0
37.0,1220.0,37.47554,127.01894,1021208.0
38.0,1044.0,59.31242,18.00795,80513.0
39.0,2592.0,59.3572,18.61579,1111856.0
40.0,1264.0,53.75374,9.96174,1111774.0
41.0,1272.0,59.34327,18.07491,103266.0
42.0,1098.0,52.28465,10.51936,1111762.0
43.0,1003.0,51.63196,6.96408,882019.0
44.0,2445.0,57.80419,18.87205,860315.0
45.0,1497.0,49.90383,17.9446,1097141.0
46.0,2249.0,50.9922,5.71385,203918.0
47.0,641.0,-37.79288,144.96268,150415.0
48.0,2051.0,59.27087,18.24664,1073968.0
49.0,1619.0,61.09431,28.34664,1057195.0
50.0,1532.0,22.31376,114.14997,172259.0
