81876	1273833127.0	1273834001.0	33.792013841	-84.3951992789	293302
69137	1273832461.0	1273834437.0	44.6189272333	-73.1225471	905256
76772	1273831457.0	1273832754.0	30.6113042127	-96.3180828094	976580
63349	1273834412.0	1273836913.0	30.2636861667	-97.8157854	9412
117042	1273831463.0	1273834004.0	25.7266199812	-80.2405618548	112006
118172	1273831513.0	1273832483.0	36.98877388	-86.45028334	1029484
15624	1273834731.0	1273835641.0	43.6417510014	-79.4305837154	48884
6046	1273831912.0	1273833578.0	32.9413890833	-97.1178102333	9070
152227	1273831481.0	1273833901.0	41.3856878705	2.1699821949	551790
12033	1273834448.0	1273837145.0	43.1145203659	-76.1122448209	22909
143590	1273833407.0	1273834752.0	30.2748515	-97.7648347333	19934
126707	1273834079.0	1273834920.0	47.6612942833	-122.3254172167	100817
60619	1273833103.0	1273834061.0	46.5244954438	6.6312253475	1114404
122845	1273833088.0	1273834120.0	47.1464796	15.92418915	472921
2660	1273831883.0	1273833757.0	34.160539773	-118.1961536407	683209
4447	1273832473.0	1273834192.0	37.78614079	-122.4114778	227017
120991	1273832132.0	1273833242.0	38.0781224667	-78.4758663833	619754
49530	1273833676.0	1273836374.0	41.9396202185	-88.1362187731	260818
4743	1273831799.0	1273833132.0	37.7864788714	-122.403563261	57155
103751	1273834024.0	1273835188.0	57.6213303667	11.89624975	490987
9835	1273832058.0	1273834578.0	29.74762112	-95.457265377	45319
19993	1273834798.0	1273836688.0	59.8639531	10.5021286833	1114672
42209	1273834736.0	1273836272.0	50.0391099667	14.3284248479	1114668
19439	1273831494.0	1273833140.0	12.98513096	80.13719266	1114305
18945	1273834609.0	1273837227.0	30.2247869167	-92.2674726167	1114645
25108	1273833199.0	1273834602.0	40.7364619357	-73.9909029007	27917
126312	1273833368.0	1273834760.0	51.5178753164	-0.0785745829	318007
54883	1273832281.0	1273834238.0	59.8566590139	17.6386249065	103001
140584	1273832835.0	1273833849.0	57.7123535	11.8943979	105547
153057	1273833582.0	1273834242.0	56.8557302008	14.83309865	120285
111309	1273833784.0	1273834556.0	50.9626492	6.83162695	653435
48453	1273833151.0	1273834566.0	21.5483392055	39.1626441479	335608
51555	1273834681.0	1273836228.0	29.50594305	-98.4587266	745098
175	1273834338.0	1273836427.0	35.6867860385	139.6989244223	263240
14814	1273833564.0	1273834583.0	39.6793395281	-104.9596720934	800625
38238	1273833769.0	1273835970.0	41.34876668	-71.95717829	1114550
33593	1273832205.0	1273833398.0	37.1658248901	-93.2642593384	1078118
89661	1273832424.0	1273833557.0	40.7551999809	-73.9797857905	1114364
13545	1273831845.0	1273834142.0	33.0365140407	-97.2814464569	9841
19378	1273834762.0	1273837151.0	34.86266215	-82.3399049667	1078055
148812	1273833630.0	1273836069.0	56.05418205	12.68510805	186117
69630	1273831863.0	1273833826.0	33.6386325813	-84.4371414185	14470
139208	1273834106.0	1273836328.0	59.3053410078	18.1218838692	84206
65371	1273834734.0	1273837248.0	30.2021855407	-97.6707717776	1114662
146309	1273834568.0	1273835342.0	58.450818	11.3037669	1114638
169953	1273834612.0	1273837112.0	55.6016750253	13.0007529259	66374
39075	1273834647.0	1273835928.0	29.7362353167	-95.5867458167	986688
109108	1273833327.0	1273834708.0	18.3912165	-66.0839283167	823105
128247	1273833541.0	1273836222.0	34.1137446333	-83.5904298167	1108217
2485	1273833395.0	1273834623.0	38.66728168	-90.60945391	637263
