poi_id,eff_time,lat,lon,times
1.0,1444.0,-23.22597,-45.85716,1076342.0
2.0,1130.0,51.5402,7.21167,204820.0
3.0,876.0,52.6107,-1.08961,1106842.0
4.0,1341.0,59.9571,10.79104,903091.0
5.0,818.0,53.46918,-2.24835,48905.0
6.0,1735.0,50.84546,-0.13355,59104.0
7.0,1059.0,58.77631,16.90755,90963.0
8.0,1998.0,31.22322,121.48193,670397.0
9.0,776.0,52.51439,13.40999,55096.0
10.0,2182.0,37.98815,-87.5666,914390.0
11.0,655.0,57.75413,12.12149,1003490.0
12.0,1667.0,58.17525,13.57061,124361.0
13.0,757.0,59.59809,16.44187,1111729.0
14.0,2553.0,-33.81828,151.19946,1009422.0
15.0,1209.0,55.38428,14.08394,429091.0
16.0,1194.0,55.61187,12.91912,103172.0
17.0,779.0,-38.26051,144.53862,1111734.0
18.0,2419.0,54.37632,-2.90457,509462.0
19.0,981.0,60.06474,5.15065,778687.0
20.0,2156.0,52.47099,10.68095,575882.0
21.0,1902.0,42.4012,-71.17502,791828.0
22.0,1901.0,40.20692,-8.43636,1103532.0
23.0,2442.0,39.18392,-76.64664,24767.0
24.0,1727.0,39.61358,2.58754,1111808.0
25.0,1765.0,52.05153,4.2496,1111792.0
26.0,2156.0,1.28588,103.85715,638286.0
27.0,1751.0,59.29662,18.20074,995074.0
28.0,885.0,53.39406,8.13634,503452.0
29.0,1376.0,55.64611,13.19978,690363.0
30.0,601.0,26.39658,-80.10071,528594.0
31.0,1282.0,55.71678,13.19368,70981.0
32.0,735.0,59.14745,11.42052,883385.0
33.0,2183.0,59.31577,18.06097,284684.0
34.0,2213.0,60.14628,24.7665,288675.0
35.0,1864.0,51.44367,0.16664,1057635.0
36.0,2546.0,59.21065,18.08874,1035419.0
37.0,1220.0,37.50693,127.02733,1021208.0
38.0,1044.0,59.30985,18.05708,80513.0
39.0,2592.0,59.39321,18.62196,1111856.0
40.0,1264.0,53.66624,9.95277,1111774.0
41.0,1272.0,59.32189,18.06591,103266.0
42.0,1098.0,52.23363,10.50828,1111762.0
43.0,1003.0,51.61775,6.97725,882019.0
44.0,2445.0,57.80772,18.91169,860315.0
45.0,1497.0,49.90623,17.99028,1097141.0
46.0,2249.0,50.9969,5.71241,203918.0
47.0,641.0,-37.81963,144.99852,150415.0
48.0,2051.0,59.29441,18.11965,1073968.0
49.0,1619.0,61.05935,28.17784,1057195.0
50.0,1532.0,22.29071,114.14559,172259.0
