poi_id,eff_time,lat,lon,times
1,1597.0,47.4650696752,8.5702314928,1111232.0
2,654.0,37.800401569,-122.4401039636,326813.0
3,722.0,37.77403105,-122.43719485,472963.0
4,1488.0,59.8544230655,17.5694668293,1021470.0
5,2036.0,39.9160358582,116.4475180467,114038.0
6,682.0,35.5296831833,-97.5653801833,64676.0
7,2637.0,36.118336916,-97.0686292648,834723.0
8,946.0,55.7294155776,37.6462491238,1106534.0
9,1993.0,12.9773767293,80.2214384079,1097537.0
10,2381.0,56.19549602,15.65040785,587691.0
11,2199.0,58.6042202866,16.1804580688,406522.0
12,2429.0,57.7095352165,11.9736385345,63842.0
13,613.0,52.16148704,10.53615874,620134.0
14,726.0,33.9968643333,-118.4265017833,133767.0
15,1492.0,32.9621461,-97.04071748,1111218.0
16,2088.0,30.4027223165,-97.7236783504,117078.0
17,2674.0,34.0014046833,-84.3494408833,600347.0
18,1855.0,-45.8717214,170.5043990667,1081358.0
19,2507.0,37.8196620833,-122.4785041667,10377.0
20,1029.0,42.3482002261,-71.0843673127,24743.0
21,2613.0,51.5051172091,-0.0861843582,925821.0
22,2588.0,21.2931930399,-157.8160715103,85086.0
23,1999.0,59.3448431846,18.0593454838,92996.0
24,1001.0,-33.8939654612,150.936602354,428398.0
25,968.0,55.7225676074,13.0273497105,162680.0
26,1397.0,26.1316229833,-80.1334828667,980944.0
27,2437.0,33.7419851167,-116.3054087833,624178.0
28,1286.0,25.0509254603,121.5565132004,925776.0
29,1831.0,32.7224413333,-117.16819945,332046.0
30,1265.0,1.2568646333,103.8201645,1111242.0
31,876.0,34.1453996167,-118.1511049833,694889.0
32,2616.0,22.2692703989,114.1853177547,378734.0
33,2137.0,55.6295501984,12.6446629643,531579.0
34,1729.0,51.48629545,7.1923243667,391822.0
35,652.0,54.84533786,83.10272204,1066067.0
36,881.0,25.02278488,121.52837949,1043583.0
37,2047.0,37.468110323,-122.2282487154,887756.0
38,1004.0,56.1577523408,13.7630367279,73889.0
39,978.0,13.61178547,100.63037246,1097145.0
40,710.0,35.6661736167,139.7577650333,97031.0
41,1258.0,57.709151206,11.9671261311,100348.0
42,701.0,38.5702158167,-121.4560367333,139389.0
43,2315.0,40.0395790765,-75.0455495722,1111215.0
44,2261.0,37.7723678321,-122.4373431485,61920.0
45,2622.0,3.13114315,101.62320631,959561.0
46,2076.0,61.0622482387,28.0985204406,902205.0
47,1098.0,29.7450408363,-95.3892552853,65429.0
48,1771.0,41.9610508059,-87.7310939133,348854.0
49,2234.0,45.7763086373,15.996388793,967313.0
50,2288.0,32.7970923167,-96.7973220333,27978.0
