poi_id,eff_time,lat,lon,times
1.0,1968.0,43.75659,-81.44926,534307.0
2.0,1433.0,59.39763,18.02773,807133.0
3.0,2416.0,46.62965,8.05135,644848.0
4.0,1259.0,38.57141,-121.50097,154433.0
5.0,1146.0,43.64352,-79.40707,330842.0
6.0,1581.0,37.76429,-122.39316,872318.0
7.0,1388.0,48.85389,2.34797,187316.0
8.0,1129.0,33.25295,-111.6739,249593.0
9.0,2237.0,49.68907,-112.80976,474176.0
10.0,1444.0,42.30791,-71.30416,1115544.0
11.0,1547.0,68.80513,16.51883,1115439.0
12.0,802.0,33.75158,-84.39682,11684.0
13.0,754.0,38.93266,-92.3232,12391.0
14.0,1276.0,40.76785,-73.97461,201538.0
15.0,2593.0,48.12198,11.56195,134279.0
16.0,1667.0,45.48231,-73.51579,209042.0
17.0,2576.0,42.64769,-83.49555,632655.0
18.0,1076.0,49.8296,10.1248,1012136.0
19.0,2677.0,52.4995,-1.86568,1018282.0
20.0,760.0,36.17752,-115.12724,29771.0
21.0,1097.0,57.77537,12.37648,1044157.0
22.0,1025.0,47.66521,-122.31468,266075.0
23.0,963.0,59.30008,18.07907,337873.0
24.0,1970.0,35.87368,-78.66854,43042.0
25.0,1238.0,55.78102,-4.07346,799884.0
26.0,1143.0,52.48563,13.36311,117590.0
27.0,2545.0,42.63585,-88.43991,320893.0
28.0,953.0,44.49237,11.37849,1115357.0
29.0,2102.0,44.83685,-92.63878,935752.0
30.0,965.0,42.05783,-70.18906,599731.0
31.0,940.0,30.21857,-97.84113,13178.0
32.0,648.0,37.37411,-122.11257,92136.0
33.0,1181.0,39.32136,-84.4288,94193.0
34.0,1920.0,37.78148,-122.39421,34318.0
35.0,1739.0,47.10657,-122.61847,1115543.0
36.0,2081.0,59.2571,18.09221,86920.0
37.0,1820.0,34.17548,-118.58951,116618.0
38.0,892.0,19.31937,-99.12286,1115255.0
39.0,2177.0,32.65656,-96.90268,51096.0
40.0,1339.0,33.10309,-96.83727,224744.0
41.0,1660.0,42.69891,-73.83723,236974.0
42.0,1689.0,34.04006,-84.24697,1115355.0
43.0,2485.0,46.05337,-118.37654,667726.0
44.0,2032.0,59.32242,18.08034,236195.0
45.0,1380.0,39.94541,-75.15966,238809.0
46.0,1897.0,39.08335,-77.39936,44574.0
47.0,2611.0,40.43127,-88.9386,964606.0
48.0,1442.0,49.84501,9.86405,95748.0
49.0,1988.0,57.60229,11.82448,716000.0
50.0,2224.0,34.92807,-82.30569,401368.0
