1,2548,40.92338629798113,-74.00986312632568,Jan 17 14:13:04 +0000 2013
2,1637,40.74446589703744,-73.98263849837286,Jan 17 05:47:30 +0000 2013
3,2595,40.74435091026743,-73.98246058442858,Jan 17 11:50:19 +0000 2013
4,2461,40.82689719374672,-74.21618143277017,Jan 17 12:51:06 +0000 2013
5,696,40.67295591375991,-73.87083612387994,Jan 17 13:18:04 +0000 2013
6,1526,40.773839,-73.87122,Jan 17 13:37:27 +0000 2013
7,741,40.7469623075945,-73.98484806104828,Jan 17 18:26:33 +0000 2013
8,2006,40.853443,-73.789596,Jan 17 23:11:23 +0000 2013
9,641,40.76355998424306,-73.98277044296265,Jan 17 21:45:01 +0000 2013
10,818,40.67008028629618,-73.90658830179062,Jan 17 15:58:55 +0000 2013
