poi_id,eff_time,lat,lon,times
1,668,35.61856,139.74735,Jan 26 12:14:19 +0000 2013
2,1518,35.69244,139.69536,Jan 26 03:33:10 +0000 2013
3,2623,35.77649,139.53623,Jan 26 04:40:06 +0000 2013
4,1493,35.7172,139.71554,Jan 26 05:30:52 +0000 2013
5,2557,35.66099,139.76631,Jan 26 09:09:14 +0000 2013
6,1435,35.77043,139.73902,Jan 26 07:27:01 +0000 2013
7,2227,35.7997,139.74092,Jan 26 02:26:44 +0000 2013
8,755,35.70384,139.75546,Jan 26 06:00:16 +0000 2013
9,736,35.74425,139.4933,Jan 26 05:17:39 +0000 2013
10,1633,35.68828,139.76355,Jan 26 11:59:13 +0000 2013
11,1170,35.67398,139.78131,Jan 26 06:45:29 +0000 2013
12,865,35.68845,139.75175,Jan 26 10:45:14 +0000 2013
13,1023,35.68281,139.6694,Jan 26 04:08:43 +0000 2013
14,2579,35.68054,139.77028,Jan 26 11:47:18 +0000 2013
15,1071,35.64435,139.6665,Jan 26 05:47:23 +0000 2013
16,1094,35.6897,139.68383,Jan 26 04:18:24 +0000 2013
17,1600,35.75099,139.53376,Jan 26 10:22:33 +0000 2013
18,2409,35.75463,139.74469,Jan 26 10:17:21 +0000 2013
19,1487,35.69498,139.64847,Jan 26 09:16:33 +0000 2013
20,2457,35.78048,139.72613,Jan 26 06:59:57 +0000 2013
21,2431,35.79606,139.74442,Jan 26 03:52:03 +0000 2013
22,2675,35.70629,139.76953,Jan 26 01:02:44 +0000 2013
23,682,35.72356,139.7837,Jan 26 11:22:02 +0000 2013
24,1769,35.7312,139.71296,Jan 26 05:55:18 +0000 2013
25,2279,35.55325,139.66453,Jan 26 06:58:54 +0000 2013
26,606,35.73498,139.72279,Jan 26 06:28:06 +0000 2013
27,1833,35.69898,139.79589,Jan 26 11:36:08 +0000 2013
28,1611,35.73191,139.70939,Jan 26 03:00:31 +0000 2013
29,1568,35.68682,139.78335,Jan 26 12:57:35 +0000 2013
30,2646,35.67895,139.76651,Jan 26 07:19:13 +0000 2013
31,1507,35.7121,139.72181,Jan 26 04:33:40 +0000 2013
32,2631,35.67079,139.7521,Jan 26 06:24:17 +0000 2013
33,2282,35.63469,139.88921,Jan 26 07:00:13 +0000 2013
34,2208,35.65888,139.68317,Jan 26 09:47:46 +0000 2013
35,793,35.70055,139.77144,Jan 26 05:36:17 +0000 2013
36,2193,35.68839,139.69604,Jan 26 20:14:42 +0000 2013
37,2404,35.67391,139.74176,Jan 26 04:33:24 +0000 2013
38,1725,35.70058,139.71775,Jan 26 07:21:22 +0000 2013
39,1240,35.64601,139.72767,Jan 26 01:48:31 +0000 2013
40,2537,35.71556,139.66164,Jan 26 07:46:44 +0000 2013
41,1119,35.70682,139.76502,Jan 26 09:51:17 +0000 2013
42,2177,35.56147,139.72078,Jan 26 06:12:45 +0000 2013
43,1685,35.62093,139.74711,Jan 26 05:19:09 +0000 2013
44,2373,35.69701,139.7569,Jan 26 12:36:43 +0000 2013
45,1422,35.77668,139.79073,Jan 26 08:42:26 +0000 2013
46,2194,35.65135,139.71656,Jan 26 09:17:16 +0000 2013
47,1715,35.68509,139.75167,Jan 26 05:08:17 +0000 2013
48,1121,35.70928,139.62916,Jan 26 09:47:41 +0000 2013
49,2562,35.70721,139.74129,Jan 26 07:48:42 +0000 2013
50,1535,35.70441,139.77833,Jan 26 06:28:49 +0000 2013
