poi_id,eff_time,lat,lon,times
1,668,35.64855,139.71728,Jan 26 12:14:19 +0000 2013
2,1518,35.66906,139.73035,Jan 26 03:33:10 +0000 2013
3,2623,35.77302,139.55276,Jan 26 04:40:06 +0000 2013
4,1493,35.72086,139.68504,Jan 26 05:30:52 +0000 2013
5,2557,35.66689,139.74871,Jan 26 09:09:14 +0000 2013
6,1435,35.75991,139.76132,Jan 26 07:27:01 +0000 2013
7,2227,35.80011,139.75383,Jan 26 02:26:44 +0000 2013
8,755,35.70054,139.70498,Jan 26 06:00:16 +0000 2013
9,736,35.65754,139.49435,Jan 26 05:17:39 +0000 2013
10,1633,35.63973,139.69165,Jan 26 11:59:13 +0000 2013
11,1170,35.66307,139.74632,Jan 26 06:45:29 +0000 2013
12,865,35.70808,139.73039,Jan 26 10:45:14 +0000 2013
13,1023,35.64883,139.71899,Jan 26 04:08:43 +0000 2013
14,2579,35.69398,139.76157,Jan 26 11:47:18 +0000 2013
15,1071,35.6744,139.66835,Jan 26 05:47:23 +0000 2013
16,1094,35.68281,139.6961,Jan 26 04:18:24 +0000 2013
17,1600,35.76323,139.55228,Jan 26 10:22:33 +0000 2013
18,2409,35.75724,139.73947,Jan 26 10:17:21 +0000 2013
19,1487,35.69631,139.63866,Jan 26 09:16:33 +0000 2013
20,2457,35.76103,139.6635,Jan 26 06:59:57 +0000 2013
21,2431,35.76641,139.7038,Jan 26 03:52:03 +0000 2013
22,2675,35.75453,139.81025,Jan 26 01:02:44 +0000 2013
23,682,35.70006,139.75123,Jan 26 11:22:02 +0000 2013
24,1769,35.69656,139.69783,Jan 26 05:55:18 +0000 2013
25,2279,35.52494,139.67304,Jan 26 06:58:54 +0000 2013
26,606,35.72738,139.65907,Jan 26 06:28:06 +0000 2013
27,1833,35.67426,139.79298,Jan 26 11:36:08 +0000 2013
28,1611,35.69924,139.71173,Jan 26 03:00:31 +0000 2013
29,1568,35.71577,139.77693,Jan 26 12:57:35 +0000 2013
30,2646,35.6142,139.74631,Jan 26 07:19:13 +0000 2013
31,1507,35.737,139.74438,Jan 26 04:33:40 +0000 2013
32,2631,35.70549,139.78103,Jan 26 06:24:17 +0000 2013
33,2282,35.62214,139.88029,Jan 26 07:00:13 +0000 2013
34,2208,35.66975,139.65341,Jan 26 09:47:46 +0000 2013
35,793,35.66065,139.77473,Jan 26 05:36:17 +0000 2013
36,2193,35.67326,139.67973,Jan 26 20:14:42 +0000 2013
37,2404,35.65853,139.74821,Jan 26 04:33:24 +0000 2013
38,1725,35.68544,139.68566,Jan 26 07:21:22 +0000 2013
39,1240,35.61457,139.73918,Jan 26 01:48:31 +0000 2013
40,2537,35.74058,139.65641,Jan 26 07:46:44 +0000 2013
41,1119,35.68046,139.72404,Jan 26 09:51:17 +0000 2013
42,2177,35.53812,139.74184,Jan 26 06:12:45 +0000 2013
43,1685,35.66043,139.73974,Jan 26 05:19:09 +0000 2013
44,2373,35.73575,139.79061,Jan 26 12:36:43 +0000 2013
45,1422,35.76496,139.76565,Jan 26 08:42:26 +0000 2013
46,2194,35.66464,139.67605,Jan 26 09:17:16 +0000 2013
47,1715,35.69784,139.78875,Jan 26 05:08:17 +0000 2013
48,1121,35.74212,139.60917,Jan 26 09:47:41 +0000 2013
49,2562,35.7268,139.75688,Jan 26 07:48:42 +0000 2013
50,1535,35.66171,139.77044,Jan 26 06:28:49 +0000 2013
