1,1163.0,48.5875292833,7.7585252333,1114270.0
2,1130.0,30.2525429523,-97.7470135689,26910.0
3,1121.0,30.3307521333,-97.73175715,14554.0
4,2090.0,33.5316594,-101.9229959167,71894.0
5,848.0,50.8279647826,-0.137758255,79548.0
6,2089.0,35.6867860385,139.6989244223,263240.0
7,2297.0,30.3709375667,-97.7402854667,150679.0
8,2088.0,38.9661179522,-94.7797469434,438869.0
9,1026.0,48.0877182155,-122.1885524644,232730.0
10,2026.0,45.5209207755,-122.681504488,64093.0
11,2599.0,38.9689854333,-95.2361396333,35601.0
12,916.0,32.844584573,-96.8498468399,26106.0
13,1259.0,40.7442738737,-73.9878344536,213125.0
14,662.0,32.7318769977,-117.2019767761,14045.0
15,1436.0,40.7745781069,-73.8720059395,12505.0
16,1211.0,32.7954618333,-96.77579385,16363.0
17,934.0,33.6394138,-101.82668785,1114453.0
18,2116.0,30.4145713182,-97.7466259042,22163.0
19,2181.0,30.2700110314,-97.7419012785,797598.0
20,2675.0,52.6642714833,-0.37968255,640149.0
21,1499.0,33.0196113,-96.6991394,70597.0
22,977.0,51.5188488493,-0.1973430843,220396.0
23,2459.0,30.4018524827,-97.7264034748,14810.0
24,1247.0,47.3737767304,8.5307213081,106568.0
25,2334.0,28.3701335932,-81.5195792913,236553.0
26,2368.0,28.3699683884,-81.5195256472,485011.0
27,2061.0,39.8747596567,4.2625880241,715085.0
28,2679.0,34.7110498633,-92.4060487747,128260.0
29,1190.0,50.36806708,6.96746182,1114521.0
30,1470.0,30.2576215259,-97.8069019318,9411.0
31,1504.0,57.7815138603,14.1611409187,115741.0
32,2461.0,57.7001302373,11.9937076948,905235.0
33,948.0,56.05418205,12.68510805,186117.0
34,1639.0,58.5997766281,16.1518979073,1114345.0
35,1997.0,33.6386325813,-84.4371414185,14470.0
36,1105.0,40.7660465344,-111.90361619,59609.0
37,2622.0,40.7679723279,-111.9039165974,305207.0
38,2543.0,59.340680024,18.0376946926,76133.0
39,1742.0,55.592018378,13.008928299,61324.0
40,1259.0,55.5946252401,13.0088639259,60540.0
41,2194.0,40.7551999809,-73.9797857905,1114364.0
42,1461.0,59.3154987159,18.0723702908,236195.0
43,777.0,59.3039663355,18.079097271,337873.0
44,1050.0,60.0887789167,5.2300238833,1114297.0
45,1302.0,37.7865467033,-122.406181097,125848.0
46,1386.0,61.0598230333,28.1853604167,614581.0
47,1392.0,51.5178753164,-0.0785745829,318007.0
48,2098.0,59.3186990449,18.0497591249,793497.0
49,2222.0,59.3053410078,18.1218838692,84206.0
50,2488.0,49.2805374104,-123.1255817413,21795.0
