poi_id,eff_time,lat,lon,times
1,1685,40.69461,-73.93263,Jan 17 13:35:43 +0000 2013
2,770,40.74711,-73.98523,Jan 17 01:32:09 +0000 2013
3,1325,40.76759,-73.94743,Jan 17 13:56:07 +0000 2013
4,2154,40.77061,-74.00135,Jan 17 12:47:22 +0000 2013
5,1231,40.73746,-73.99545,Jan 17 23:38:58 +0000 2013
6,1237,40.85864,-73.92184,Jan 17 01:59:56 +0000 2013
7,2436,40.72143,-73.96516,Jan 17 05:09:03 +0000 2013
8,1333,40.71506,-73.9738,Jan 17 03:51:30 +0000 2013
9,2117,40.76676,-73.96448,Jan 17 00:42:02 +0000 2013
10,796,40.74744,-73.97281,Jan 17 11:50:11 +0000 2013
