poi_id,eff_time,lat,lon,times
1,1685,40.67715,-73.92554,Jan 17 13:35:43 +0000 2013
2,770,40.72658,-74.0086,Jan 17 01:32:09 +0000 2013
3,1325,40.80873,-74.00893,Jan 17 13:56:07 +0000 2013
4,2154,40.76858,-73.95456,Jan 17 12:47:22 +0000 2013
5,1231,40.74311,-74.02283,Jan 17 23:38:58 +0000 2013
6,1237,40.86297,-73.93398,Jan 17 01:59:56 +0000 2013
7,2436,40.62956,-74.01002,Jan 17 05:09:03 +0000 2013
8,1333,40.70961,-73.94901,Jan 17 03:51:30 +0000 2013
9,2117,40.77681,-73.92944,Jan 17 00:42:02 +0000 2013
10,796,40.75285,-73.97169,Jan 17 11:50:11 +0000 2013
